test_id,gene_id,gene,locus,isoform_status,CIML,MIML,log2FoldChange,p_value,q_value,significant
ENSMUST00000168442,ENSMUSG00000090778,Gm3235,8:91313524-91668439,lncRNA_annotated,1.04302,1.20384,-0.206881,0.8391,0.985555,FALSE
ENSMUST00000196399,ENSMUSG00000097772,5430416N02Rik,5:100420841-100429535,lncRNA_annotated,0.812451,1.00539,-0.307408,0.83645,0.985555,FALSE
ENSMUST00000181097,ENSMUSG00000097257,Gm26768,8:34090422-34108796,lncRNA_annotated,0.407538,0.480145,-0.236536,0.8385,0.985555,FALSE
ENSMUST00000161096,ENSMUSG00000063087,Gm10125,18:5491502-5775467,lncRNA_annotated,0.938607,1.23968,-0.40137,0.83825,0.985555,FALSE
ENSMUST00000181370,ENSMUSG00000097877,Gm26703,5:104079110-104119687,lncRNA_annotated,0.4384,0.498975,-0.186721,0.83865,0.985555,FALSE
LNC_000706,XLOC_048159,-,5:28006945-28007902,lncRNA_Novel,0.54764,0.612211,-0.160802,0.83665,0.985555,FALSE
ENSMUST00000181255,ENSMUSG00000097057,Gm17638,15:77958997-77970824,lncRNA_annotated,0.989174,0.878194,0.171685,0.8387,0.985555,FALSE
ENSMUST00000210658,ENSMUSG00000109783,Gm45338,16:23451784-23614222,lncRNA_annotated,0.530019,0.634856,-0.260387,0.8386,0.985555,FALSE
ENSMUST00000201604,ENSMUSG00000107388,Gm42788,5:149046701-149215434,lncRNA_annotated,0.505277,0.578946,-0.196357,0.83675,0.985555,FALSE
ENSMUST00000171173,ENSMUSG00000078143,Gm17344,8:109778553-109868455,lncRNA_annotated,20.5013,22.1612,-0.112318,0.8374,0.985555,FALSE
ENSMUST00000222495,ENSMUSG00000113771,AC160108.1,13:70727801-70859609,lncRNA_annotated,0.449698,0.568262,-0.337602,0.8376,0.985555,FALSE
LNC_000462,XLOC_029514,-,18:35958751-35960812,lncRNA_Novel,0.617512,0.537357,0.200588,0.83855,0.985555,FALSE
ENSMUST00000144411,ENSMUSG00000053545,6430503K07Rik,2:147177545-147331681,lncRNA_annotated,0.462826,0.562829,-0.282227,0.83935,0.985555,FALSE
ENSMUST00000185982,ENSMUSG00000044471,Lncpint,6:31093558-31218474,lncRNA_annotated,8.07146,8.74937,-0.116349,0.8365,0.985555,FALSE
ENSMUST00000131851,ENSMUSG00000087501,Gm12116,11:33204054-33513746,lncRNA_annotated,0.471543,0.367387,0.36009,0.8359,0.985555,FALSE
ENSMUST00000129723,ENSMUSG00000085830,Grin1os,2:25291180-25319187,lncRNA_annotated,1.64127,1.90874,-0.21781,0.8404,0.985626,FALSE
ENSMUST00000182398,ENSMUSG00000090386,Mir99ahg,16:77236316-77691403,lncRNA_annotated,2.17335,2.76033,-0.344924,0.8405,0.985626,FALSE
ENSMUST00000173980,ENSMUSG00000078143,Gm17344,8:109778553-109868455,lncRNA_annotated,1.63823,1.43766,0.188415,0.8409,0.98582,FALSE
ENSMUST00000141511,ENSMUSG00000087458,Gm13999,2:119972698-120027453,lncRNA_annotated,5.59771,6.99424,-0.321331,0.8412,0.985992,FALSE
ENSMUST00000192407,ENSMUSG00000097845,A230020J21Rik,1:191005846-191029781,lncRNA_annotated,2.08487,2.29972,-0.141507,0.84305,0.985992,FALSE
ENSMUST00000149873,ENSMUSG00000087159,Gm15246,X:169320621-169368190,lncRNA_annotated,0.895281,1.03031,-0.202663,0.84205,0.985992,FALSE
ENSMUST00000181837,ENSMUSG00000096935,1700113A16Rik,3:88142371-88177785,lncRNA_annotated,10.6863,14.1041,-0.400349,0.84305,0.985992,FALSE
ENSMUST00000130952,ENSMUSG00000085492,Trmt61b,17:71552060-71598755,lncRNA_annotated,0.894762,0.96799,-0.113488,0.8411,0.985992,FALSE
LNC_000221,XLOC_020916,-,14:59440980-59597959,lncRNA_Novel,1.31578,1.64822,-0.324993,0.84125,0.985992,FALSE
ENSMUST00000124762,ENSMUSG00000053574,4930563E22Rik,11:72211723-72218444,lncRNA_annotated,1.17618,1.30453,-0.149424,0.84335,0.986113,FALSE
ENSMUST00000203287,ENSMUSG00000108037,Gm44597,6:125009178-125063267,lncRNA_annotated,0.407892,0.525997,-0.366868,0.8438,0.986159,FALSE
LNC_000836,XLOC_059783,-,8:14906550-14911437,lncRNA_Novel,0.466131,0.492616,-0.0797277,0.84505,0.986263,FALSE
ENSMUST00000162289,ENSMUSG00000053332,Gas5,1:160978645-161038539,lncRNA_annotated,3.41364,2.92309,0.223816,0.8451,0.986263,FALSE
ENSMUST00000197835,ENSMUSG00000106173,Gm42764,5:30711563-30799375,lncRNA_annotated,1.52239,1.82557,-0.262014,0.845,0.986263,FALSE
ENSMUST00000155498,ENSMUSG00000086839,Gm11973,11:6467598-6493535,lncRNA_annotated,0.897725,0.786945,0.190011,0.8451,0.986263,FALSE
LNC_000271,XLOC_022606,-,15:85675063-85696571,lncRNA_Novel,0.64623,0.741904,-0.199186,0.8447,0.986263,FALSE
ENSMUST00000208859,ENSMUSG00000109284,B230311B06Rik,7:118592327-118596838,lncRNA_annotated,0.427388,0.557267,-0.38282,0.8442,0.986263,FALSE
ENSMUST00000163245,ENSMUSG00000092412,Gm20507,17:33629089-33645706,lncRNA_annotated,1.39674,1.30032,0.103187,0.8453,0.986291,FALSE
ENSMUST00000123087,ENSMUSG00000063714,Sp3os,2:72936426-72988677,lncRNA_annotated,2.81509,3.23626,-0.201145,0.84595,0.986314,FALSE
LNC_000630,XLOC_042001,-,4:42735544-42856771,lncRNA_Novel,0.94195,1.07971,-0.196927,0.8461,0.986314,FALSE
ENSMUST00000124246,ENSMUSG00000086429,Gt(ROSA)26Sor,6:113046224-113077333,lncRNA_annotated,6.73292,7.17516,-0.0917778,0.8459,0.986314,FALSE
ENSMUST00000206113,ENSMUSG00000108414,Snhg1,19:8723474-8726443,lncRNA_annotated,2.40251,2.9166,-0.279748,0.8464,0.986352,FALSE
ENSMUST00000176473,ENSMUSG00000093720,Gm20635,5:143357337-143403748,lncRNA_annotated,1.22329,0.99157,0.302983,0.8464,0.986352,FALSE
ENSMUST00000181452,ENSMUSG00000097000,Gm17435,8:72492933-72548270,lncRNA_annotated,0.98621,0.904149,0.125333,0.8468,0.98651,FALSE
ENSMUST00000138377,ENSMUSG00000084970,1700060J05Rik,4:53440412-53631345,lncRNA_annotated,1.42031,1.63089,-0.199454,0.847,0.986572,FALSE
ENSMUST00000159412,ENSMUSG00000087331,1810021B22Rik,15:89059733-89087077,lncRNA_annotated,1.23234,1.042,0.242046,0.84755,0.986677,FALSE
ENSMUST00000152790,ENSMUSG00000087165,2010001A14Rik,11:57795498-57801417,lncRNA_annotated,1.05931,0.95306,0.152491,0.8476,0.986677,FALSE
ENSMUST00000210659,ENSMUSG00000110408,Gm45881,9:117708191-117872584,lncRNA_annotated,0.947709,1.05626,-0.156454,0.8486,0.986696,FALSE
ENSMUST00000181674,ENSMUSG00000097008,Gm26860,10:42761495-42832514,lncRNA_annotated,1.04245,1.21071,-0.215866,0.84815,0.986696,FALSE
ENSMUST00000132267,ENSMUSG00000086401,Gm15559,5:110770948-110781127,lncRNA_annotated,0.721067,0.79995,-0.149775,0.8486,0.986696,FALSE
ENSMUST00000181123,ENSMUSG00000097342,Gm26618,X:6027055-6092269,lncRNA_annotated,1.24774,1.45897,-0.225636,0.84875,0.986696,FALSE
ENSMUST00000147754,ENSMUSG00000087579,Hectd2os,19:36554667-36689479,lncRNA_annotated,0.491843,0.357024,0.462176,0.8487,0.986696,FALSE
ENSMUST00000181251,ENSMUSG00000097566,A930024N18Rik,17:15367353-15379475,lncRNA_annotated,1.18291,1.11707,0.0826187,0.85035,0.986769,FALSE
ENSMUST00000221233,ENSMUSG00000113683,CT030159.2,13:64359336-64370890,lncRNA_annotated,0.520847,0.449452,0.212691,0.85075,0.986769,FALSE
ENSMUST00000165458,ENSMUSG00000084917,Gm17477,9:80066902-80144953,lncRNA_annotated,1.42115,1.82531,-0.361081,0.8492,0.986769,FALSE
ENSMUST00000180920,ENSMUSG00000097517,Gm26695,17:23556768-23564226,lncRNA_annotated,2.68015,2.50234,0.0990359,0.85095,0.986769,FALSE
ENSMUST00000185814,ENSMUSG00000097769,Snhg4,18:35553370-35593835,lncRNA_annotated,1.04191,1.17439,-0.172682,0.85185,0.986769,FALSE
ENSMUST00000154820,ENSMUSG00000086212,Mkln1os,6:31356742-31516811,lncRNA_annotated,0.438511,0.529156,-0.271082,0.85045,0.986769,FALSE
ENSMUST00000199336,ENSMUSG00000106543,Gm43378,5:142990892-143112994,lncRNA_annotated,1.04908,1.21032,-0.206254,0.8498,0.986769,FALSE
ENSMUST00000204070,ENSMUSG00000107651,Gm44166,6:76495431-76497784,lncRNA_annotated,0.520126,0.618715,-0.250414,0.85195,0.986769,FALSE
ENSMUST00000131588,ENSMUSG00000084908,C79798,2:34171456-34373142,lncRNA_annotated,0.824347,0.669697,0.299742,0.85215,0.986793,FALSE
ENSMUST00000194490,ENSMUSG00000104108,Gm37876,3:86224679-86782692,lncRNA_annotated,0.422533,0.482055,-0.190135,0.85425,0.986835,FALSE
ENSMUST00000129924,ENSMUSG00000085178,Kdm6bos,11:69398507-69413675,lncRNA_annotated,0.471968,0.400185,0.238023,0.85285,0.986835,FALSE
ENSMUST00000150600,ENSMUSG00000087082,Gm15423,1:176814659-177258203,lncRNA_annotated,0.575794,0.509756,0.175744,0.85305,0.986835,FALSE
ENSMUST00000198557,ENSMUSG00000105245,Gm31305,3:97689823-97888707,lncRNA_annotated,1.22897,1.39394,-0.181727,0.8525,0.986835,FALSE
ENSMUST00000150145,ENSMUSG00000085704,4921531C22Rik,2:179912151-179979013,lncRNA_annotated,1.16459,1.33339,-0.195279,0.8533,0.986835,FALSE
ENSMUST00000068704,ENSMUSG00000090386,Mir99ahg,16:77236316-77691403,lncRNA_annotated,1.30132,1.40702,-0.112666,0.8537,0.986835,FALSE
ENSMUST00000173609,ENSMUSG00000092448,Gm20387,6:110639752-111567230,lncRNA_annotated,0.42172,0.495112,-0.231471,0.8532,0.986835,FALSE
ENSMUST00000150556,ENSMUSG00000063235,Ptpmt1,2:90894635-90918258,lncRNA_annotated,3.13535,2.75606,0.186018,0.8553,0.986865,FALSE
ENSMUST00000136401,ENSMUSG00000075027,4631405J19Rik,2:92965150-93046167,lncRNA_annotated,0.401335,0.486144,-0.276578,0.8553,0.986865,FALSE
ENSMUST00000125365,ENSMUSG00000087306,A230004M16Rik,11:41884465-42000857,lncRNA_annotated,1.74395,2.03948,-0.225843,0.8553,0.986865,FALSE
ENSMUST00000146700,ENSMUSG00000085311,Gm15445,1:135146823-135156269,lncRNA_annotated,0.601056,0.512859,0.228939,0.8559,0.987015,FALSE
ENSMUST00000184014,ENSMUSG00000098912,1500004A13Rik,3:88782942-88832547,lncRNA_annotated,1.72107,1.43807,0.259167,0.8561,0.987015,FALSE
ENSMUST00000215560,ENSMUSG00000110831,AC158592.1,10:29452415-29614471,lncRNA_annotated,0.92632,0.742781,0.318573,0.85695,0.987153,FALSE
ENSMUST00000180700,ENSMUSG00000097248,Gm2694,8:87472811-87525554,lncRNA_annotated,1.21036,1.09838,0.140053,0.85715,0.987153,FALSE
ENSMUST00000182986,ENSMUSG00000090386,Mir99ahg,16:77236316-77691403,lncRNA_annotated,1.08291,1.34552,-0.313251,0.8577,0.987191,FALSE
ENSMUST00000152784,ENSMUSG00000085175,Gm11423,11:82779600-82781042,lncRNA_annotated,0.660893,0.576293,0.197614,0.8588,0.987502,FALSE
ENSMUST00000209449,ENSMUSG00000097290,1300002E11Rik,16:21794341-21809026,lncRNA_annotated,4.58556,4.02004,0.189887,0.85995,0.987502,FALSE
ENSMUST00000140646,ENSMUSG00000086291,Gm15513,5:34194892-34288437,lncRNA_annotated,2.81629,3.21889,-0.192769,0.86025,0.987502,FALSE
ENSMUST00000144277,ENSMUSG00000086893,Gm11365,13:29906574-29986063,lncRNA_annotated,0.53162,0.461529,0.203974,0.8602,0.987502,FALSE
ENSMUST00000191191,ENSMUSG00000100826,Snhg14,7:59619157-59904686,lncRNA_annotated,3.00765,3.85519,-0.358164,0.85885,0.987502,FALSE
LNC_000164,XLOC_014398,-,12:78954745-78960152,lncRNA_Novel,2.27428,2.19749,0.0495535,0.8595,0.987502,FALSE
ENSMUST00000198296,ENSMUSG00000105656,Gm43017,5:3543832-3570238,lncRNA_annotated,0.981313,0.839932,0.22444,0.8602,0.987502,FALSE
ENSMUST00000220281,ENSMUSG00000112229,AC122197.1,10:61428490-61452661,lncRNA_annotated,0.859225,0.988897,-0.202783,0.86045,0.987516,FALSE
ENSMUST00000151159,ENSMUSG00000087292,Gm13832,5:115359077-115422863,lncRNA_annotated,1.98209,1.62497,0.286606,0.8611,0.987554,FALSE
ENSMUST00000220137,ENSMUSG00000111987,AC125020.1,12:31654868-31950535,lncRNA_annotated,0.50598,0.449696,0.17013,0.86185,0.987602,FALSE
ENSMUST00000219731,ENSMUSG00000112731,AC155941.4,10:53536314-53630439,lncRNA_annotated,4.09342,4.35414,-0.0890834,0.8621,0.987602,FALSE
ENSMUST00000138430,ENSMUSG00000085754,Gm15886,3:103739365-103791563,lncRNA_annotated,21.4981,18.1088,0.247521,0.862,0.987602,FALSE
ENSMUST00000130063,ENSMUSG00000086370,Ftx,X:103560906-103623754,lncRNA_annotated,0.722302,0.804515,-0.155518,0.86155,0.987602,FALSE
ENSMUST00000125841,ENSMUSG00000074578,Zfas1,2:167035792-167065862,lncRNA_annotated,1.68678,1.4711,0.197373,0.86135,0.987602,FALSE
ENSMUST00000146982,ENSMUSG00000086554,9530034E10Rik,4:117932153-118134914,lncRNA_annotated,0.573013,0.660897,-0.205856,0.8624,0.987687,FALSE
ENSMUST00000149932,ENSMUSG00000085043,Gm13184,2:3424130-3475031,lncRNA_annotated,0.471442,0.543468,-0.205115,0.8629,0.987808,FALSE
ENSMUST00000129364,ENSMUSG00000085436,Zfp335os,2:164879364-164919953,lncRNA_annotated,2.50934,2.1599,0.216345,0.8637,0.987816,FALSE
ENSMUST00000181259,ENSMUSG00000073437,D330041H03Rik,17:24352022-24414542,lncRNA_annotated,9.60082,10.9482,-0.189459,0.863,0.987816,FALSE
LNC_000533,XLOC_034160,-,2:126707342-126759297,lncRNA_Novel,1.17053,1.02416,0.192711,0.86375,0.98784,FALSE
ENSMUST00000214385,ENSMUSG00000111669,AC134586.1,9:47129527-47183646,lncRNA_annotated,0.467283,0.489185,-0.0660836,0.86415,0.987894,FALSE
ENSMUST00000203360,ENSMUSG00000107458,Gm44040,6:108213095-108551109,lncRNA_annotated,0.552202,0.471689,0.227361,0.8648,0.988133,FALSE
ENSMUST00000163781,ENSMUSG00000091050,9330020H09Rik,15:98538688-98570923,lncRNA_annotated,0.922624,1.07487,-0.22035,0.86505,0.988207,FALSE
ENSMUST00000066038,ENSMUSG00000089702,Gm16568,9:15316914-15357788,lncRNA_annotated,7.76001,8.13989,-0.0689505,0.86505,0.988207,FALSE
ENSMUST00000133015,ENSMUSG00000073843,Gm12542,4:59805839-59904737,lncRNA_annotated,1.18359,1.33158,-0.16997,0.8655,0.988278,FALSE
ENSMUST00000136518,ENSMUSG00000085396,Firre,X:50537339-50635311,lncRNA_annotated,4.16324,5.29455,-0.346803,0.8655,0.988278,FALSE
ENSMUST00000224766,ENSMUSG00000114511,AC121094.1,18:25477631-25754157,lncRNA_annotated,1.12653,1.25143,-0.151688,0.86615,0.988399,FALSE
ENSMUST00000161319,ENSMUSG00000089746,Gm3513,3:79336660-79567796,lncRNA_annotated,0.883832,1.01149,-0.194635,0.86635,0.988459,FALSE
ENSMUST00000180701,ENSMUSG00000097592,4930500F10Rik,9:106233454-106249413,lncRNA_annotated,0.434232,0.503517,-0.213575,0.8666,0.988476,FALSE
ENSMUST00000155845,ENSMUSG00000085286,Ube4bos3,4:149328415-149426749,lncRNA_annotated,1.71231,1.92127,-0.166112,0.8674,0.988487,FALSE
ENSMUST00000132077,ENSMUSG00000056579,Tug1,11:3639784-3648812,lncRNA_annotated,6.55681,6.86612,-0.0665004,0.8675,0.988487,FALSE
ENSMUST00000160938,ENSMUSG00000090002,Gm16006,15:57694664-57839832,lncRNA_annotated,1.17739,1.02108,0.205503,0.8668,0.988487,FALSE
ENSMUST00000161583,ENSMUSG00000090260,2810442N19Rik,1:161942085-162478034,lncRNA_annotated,0.836478,0.934793,-0.160319,0.86745,0.988487,FALSE
ENSMUST00000139791,ENSMUSG00000087492,Gm15700,7:46443153-46639807,lncRNA_annotated,0.721762,0.826337,-0.195208,0.86825,0.988547,FALSE
ENSMUST00000173070,ENSMUSG00000092203,1110038B12Rik,17:34950237-34952471,lncRNA_annotated,2.12822,1.75116,0.281331,0.86965,0.988631,FALSE
ENSMUST00000182259,ENSMUSG00000097589,Dleu2,14:61598246-61682373,lncRNA_annotated,0.797207,0.646344,0.302652,0.8687,0.988631,FALSE
LNC_000137,XLOC_011874,-,12:4592637-4738419,lncRNA_Novel,2.1512,2.48935,-0.210629,0.8692,0.988631,FALSE
ENSMUST00000173374,ENSMUSG00000092187,Gm20457,7:64287669-64345964,lncRNA_annotated,4.46587,3.57986,0.319038,0.8697,0.988631,FALSE
ENSMUST00000145420,ENSMUSG00000085782,Gm15624,6:83165919-83200117,lncRNA_annotated,0.756441,0.676674,0.160766,0.8701,0.988644,FALSE
ENSMUST00000180734,ENSMUSG00000097242,Gm16907,13:63014933-63497278,lncRNA_annotated,1.72161,2.0041,-0.219195,0.87015,0.988668,FALSE
ENSMUST00000194584,ENSMUSG00000096929,A330023F24Rik,1:194938818-195092249,lncRNA_annotated,1.35516,1.67661,-0.307093,0.87035,0.988695,FALSE
ENSMUST00000189675,ENSMUSG00000101320,Gm28529,18:6435950-6516108,lncRNA_annotated,5.22597,4.29332,0.283604,0.87065,0.988715,FALSE
ENSMUST00000223620,ENSMUSG00000097601,Gm26660,14:25257522-25666743,lncRNA_annotated,0.436672,0.491247,-0.1699,0.8714,0.988818,FALSE
ENSMUST00000210912,ENSMUSG00000109754,Gm39214,8:85717577-85840921,lncRNA_annotated,0.534006,0.479736,0.154617,0.87185,0.989055,FALSE
ENSMUST00000213244,ENSMUSG00000111323,AC132474.3,9:40293232-40531383,lncRNA_annotated,1.05324,1.22672,-0.219964,0.8741,0.98912,FALSE
ENSMUST00000225696,ENSMUSG00000114492,AC163731.1,17:66666946-67354457,lncRNA_annotated,0.615268,0.719137,-0.225053,0.8746,0.98912,FALSE
ENSMUST00000132485,ENSMUSG00000085174,Gm16206,3:53448582-53463332,lncRNA_annotated,0.637644,0.534197,0.255381,0.8743,0.98912,FALSE
ENSMUST00000209344,ENSMUSG00000110393,Gm36445,13:65241752-65250154,lncRNA_annotated,0.514205,0.456357,0.172179,0.8747,0.98912,FALSE
ENSMUST00000144915,ENSMUSG00000086998,Gm16033,11:46055991-46147343,lncRNA_annotated,3.78869,4.63908,-0.292137,0.87255,0.98912,FALSE
ENSMUST00000181782,ENSMUSG00000097652,Mhrt,14:54968786-54994634,lncRNA_annotated,0.551308,0.452302,0.285572,0.87505,0.98912,FALSE
ENSMUST00000215342,ENSMUSG00000111593,CT009696.3,9:41327259-41655483,lncRNA_annotated,1.06984,1.37992,-0.367187,0.873,0.98912,FALSE
ENSMUST00000210728,ENSMUSG00000109727,Gm45464,8:91070056-91199971,lncRNA_annotated,0.961438,1.10639,-0.202589,0.8728,0.98912,FALSE
ENSMUST00000224796,ENSMUSG00000114369,AC123738.1,13:119756092-119790889,lncRNA_annotated,1.90989,1.65729,0.204664,0.8738,0.98912,FALSE
ENSMUST00000165676,ENSMUSG00000090582,Gm17024,12:40201566-40248504,lncRNA_annotated,2.62008,3.08907,-0.237559,0.87435,0.98912,FALSE
ENSMUST00000142289,ENSMUSG00000085714,Gm13008,4:136003367-136021763,lncRNA_annotated,18.4722,16.5693,0.156844,0.87265,0.98912,FALSE
ENSMUST00000145068,ENSMUSG00000087347,1700047K16Rik,11:58315113-58330339,lncRNA_annotated,1.7069,1.46717,0.218345,0.8761,0.989125,FALSE
ENSMUST00000188156,ENSMUSG00000097177,9330159M07Rik,9:88839163-88858870,lncRNA_annotated,0.738741,0.633715,0.221236,0.87925,0.989125,FALSE
ENSMUST00000181260,ENSMUSG00000096941,Gm26720,1:91928778-92180341,lncRNA_annotated,0.975943,1.14188,-0.226541,0.87605,0.989125,FALSE
ENSMUST00000136276,ENSMUSG00000044730,9930104L06Rik,4:124918464-124944656,lncRNA_annotated,1.77255,2.04677,-0.207522,0.87535,0.989125,FALSE
ENSMUST00000203293,ENSMUSG00000107439,Gm45060,6:58932089-59024549,lncRNA_annotated,0.562499,0.627705,-0.158236,0.87895,0.989125,FALSE
ENSMUST00000224716,ENSMUSG00000114235,AC117769.1,19:36348308-36460970,lncRNA_annotated,0.624798,0.557796,0.163651,0.8772,0.989125,FALSE
ENSMUST00000148496,ENSMUSG00000086468,Etaa1os,11:17953969-17959578,lncRNA_annotated,0.674541,0.772841,-0.196267,0.8766,0.989125,FALSE
ENSMUST00000186337,ENSMUSG00000100768,Gm29055,1:86703818-87050095,lncRNA_annotated,1.24725,1.49608,-0.262433,0.878,0.989125,FALSE
ENSMUST00000160076,ENSMUSG00000090017,Gm16213,3:152817080-152982246,lncRNA_annotated,0.94366,0.824665,0.194459,0.87735,0.989125,FALSE
ENSMUST00000177296,ENSMUSG00000093734,Gm25082,11:51253650-51281766,lncRNA_annotated,11.5954,10.0135,0.211605,0.87845,0.989125,FALSE
ENSMUST00000154953,ENSMUSG00000085782,Gm15624,6:83165919-83200117,lncRNA_annotated,1.29999,1.43385,-0.141395,0.87785,0.989125,FALSE
LNC_000786,XLOC_055064,-,7:48959096-49610090,lncRNA_Novel,0.540276,0.630819,-0.22353,0.8787,0.989125,FALSE
ENSMUST00000184288,ENSMUSG00000098322,5830468F06Rik,8:15011024-15033333,lncRNA_annotated,0.741378,0.828091,-0.159579,0.8791,0.989125,FALSE
ENSMUST00000201262,ENSMUSG00000106914,Gm42854,5:116438719-116591817,lncRNA_annotated,0.554427,0.49844,0.153575,0.8785,0.989125,FALSE
ENSMUST00000130912,ENSMUSG00000029386,Tctn2,5:124598748-124627738,lncRNA_annotated,1.83813,1.99545,-0.118476,0.8802,0.989181,FALSE
ENSMUST00000180943,ENSMUSG00000097158,Gm26516,4:130663320-130781564,lncRNA_annotated,0.867091,0.781538,0.149868,0.8797,0.989181,FALSE
ENSMUST00000123841,ENSMUSG00000086370,Ftx,X:103560906-103623754,lncRNA_annotated,2.58758,3.02994,-0.227687,0.8809,0.989181,FALSE
ENSMUST00000194403,ENSMUSG00000104487,Gm31373,1:190992691-190994677,lncRNA_annotated,0.47999,0.521236,-0.11893,0.8806,0.989181,FALSE
ENSMUST00000197572,ENSMUSG00000105339,Gm42457,3:116631163-116712831,lncRNA_annotated,7.77401,7.01384,0.148455,0.8798,0.989181,FALSE
ENSMUST00000204847,ENSMUSG00000087231,E230016M11Rik,6:67035095-67080654,lncRNA_annotated,0.422783,0.494022,-0.224657,0.88135,0.989181,FALSE
ENSMUST00000200120,ENSMUSG00000105842,Gm43329,3:105727266-105801336,lncRNA_annotated,1.16533,1.00851,0.208513,0.8815,0.989227,FALSE
ENSMUST00000222965,ENSMUSG00000113041,CT025556.1,13:75700161-75772364,lncRNA_annotated,1.08215,1.28126,-0.243665,0.88195,0.989289,FALSE
ENSMUST00000125930,ENSMUSG00000071753,C230004F18Rik,X:61116385-61175991,lncRNA_annotated,0.754556,0.653941,0.206468,0.8841,0.989313,FALSE
ENSMUST00000185324,ENSMUSG00000097777,Gm16794,9:95857596-96057803,lncRNA_annotated,0.9857,1.09168,-0.147335,0.88625,0.989313,FALSE
ENSMUST00000180835,ENSMUSG00000097760,6030442K20Rik,1:132417554-132477045,lncRNA_annotated,0.978307,0.878143,0.15583,0.8858,0.989313,FALSE
ENSMUST00000180712,ENSMUSG00000097177,9330159M07Rik,9:88839163-88858870,lncRNA_annotated,1.43048,1.49744,-0.0659943,0.8857,0.989313,FALSE
ENSMUST00000223763,ENSMUSG00000114598,AC129085.2,13:98723402-98815449,lncRNA_annotated,0.955286,0.798934,0.257858,0.8854,0.989313,FALSE
ENSMUST00000191207,ENSMUSG00000101693,Gm19461,1:133164209-133303435,lncRNA_annotated,1.17337,1.34513,-0.19709,0.8868,0.989313,FALSE
ENSMUST00000220507,ENSMUSG00000113613,AC124516.2,12:98429436-98578310,lncRNA_annotated,0.584099,0.660349,-0.177016,0.8846,0.989313,FALSE
ENSMUST00000181275,ENSMUSG00000097170,Gm16982,7:141562172-141633011,lncRNA_annotated,1.084,1.20403,-0.151503,0.8828,0.989313,FALSE
ENSMUST00000134845,ENSMUSG00000086844,B230206H07Rik,7:141338879-141365082,lncRNA_annotated,0.682556,0.726543,-0.0901006,0.88745,0.989496,FALSE
ENSMUST00000181106,ENSMUSG00000097467,Gm26737,9:44066326-44121960,lncRNA_annotated,0.555923,0.502127,0.146831,0.8876,0.989598,FALSE
ENSMUST00000127450,ENSMUSG00000085081,Rptoros,11:119603148-119899407,lncRNA_annotated,0.492837,0.546179,-0.148265,0.8883,0.98973,FALSE
ENSMUST00000207649,ENSMUSG00000109168,Gm44709,7:28314893-28338719,lncRNA_annotated,57.8349,54.197,0.0937274,0.8887,0.98973,FALSE
ENSMUST00000132223,ENSMUSG00000087256,Gm15990,10:86055124-86498882,lncRNA_annotated,0.594803,0.538052,0.144666,0.8891,0.98973,FALSE
ENSMUST00000181090,ENSMUSG00000097616,1110019D14Rik,6:13871525-14044385,lncRNA_annotated,0.444195,0.524632,-0.240112,0.889,0.98973,FALSE
ENSMUST00000211137,ENSMUSG00000110038,Gm45570,8:25578489-25597582,lncRNA_annotated,0.737141,0.651634,0.177879,0.88925,0.98973,FALSE
ENSMUST00000181696,ENSMUSG00000097763,Gm26636,6:87887813-87936629,lncRNA_annotated,2.16097,2.37095,-0.133788,0.8893,0.989753,FALSE
ENSMUST00000173314,ENSMUSG00000092341,Malat1,19:5795690-5797464,lncRNA_annotated,3206.58,3322.4,-0.0511877,0.8908,0.989927,FALSE
ENSMUST00000149574,ENSMUSG00000052188,Gm14964,19:6418730-6544169,lncRNA_annotated,1.09315,0.998352,0.130868,0.8909,0.989927,FALSE
ENSMUST00000181692,ENSMUSG00000096992,Gm26788,1:33908224-34308661,lncRNA_annotated,0.570113,0.521407,0.128838,0.8915,0.989927,FALSE
ENSMUST00000138702,ENSMUSG00000086442,Gm11722,11:107479483-107504362,lncRNA_annotated,0.966418,1.07582,-0.154723,0.89125,0.989927,FALSE
ENSMUST00000205212,ENSMUSG00000107688,Gm44091,6:86849516-87003223,lncRNA_annotated,2.26542,2.47983,-0.130465,0.89115,0.989927,FALSE
ENSMUST00000218795,ENSMUSG00000112530,AC155941.2,10:53536314-53630439,lncRNA_annotated,2.15758,2.38031,-0.141734,0.89185,0.989927,FALSE
LNC_000727,XLOC_049127,-,5:106589061-106610242,lncRNA_Novel,0.508221,0.488848,0.0560727,0.8919,0.989927,FALSE
ENSMUST00000181900,ENSMUSG00000096983,2010015M23Rik,11:88011990-88053755,lncRNA_annotated,0.808339,0.740583,0.1263,0.89105,0.989927,FALSE
ENSMUST00000180443,ENSMUSG00000097887,Gm26542,11:50236468-50292311,lncRNA_annotated,0.561437,0.628362,-0.162472,0.89035,0.989927,FALSE
LNC_000317,XLOC_024198,-,16:5770973-5775848,lncRNA_Novel,0.486923,0.466667,0.0612998,0.892,0.989972,FALSE
ENSMUST00000181685,ENSMUSG00000097903,Gm26679,14:120275668-120431697,lncRNA_annotated,1.69363,1.86423,-0.13846,0.8928,0.990379,FALSE
ENSMUST00000124374,ENSMUSG00000087397,Rapgef3os2,15:97744769-97768713,lncRNA_annotated,0.937225,0.838282,0.16096,0.893,0.990379,FALSE
