test_id,gene_id,gene,locus,isoform_status,CIML,MIML,log2FoldChange,p_value,q_value,significant
ENSMUST00000008826,ENSMUSG00000008682,Rpl10,X:74270811-74273135,mRNA,418.768,226.94,0.883842,5.00E-05,0.00091007,Up
ENSMUST00000090782,ENSMUSG00000068855,Hist2h2ac,3:96220360-96220880,mRNA,81.1962,21.0488,1.94767,5.00E-05,0.00091007,Up
ENSMUST00000058022,ENSMUSG00000048677,Tpcn2,7:145253922-145284011,mRNA,3.68312,1.04121,1.82267,5.00E-05,0.00091007,Up
ENSMUST00000034409,ENSMUSG00000031933,Izumo1r,9:14885813-14903949,mRNA,1.23051,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000010286,ENSMUSG00000010142,Tnfrsf13b,11:61126754-61149372,mRNA,3.58054,0.596177,2.58636,5.00E-05,0.00091007,Up
ENSMUST00000058011,ENSMUSG00000002870,Mcm2,6:88883473-88898780,mRNA,6.87701,1.61123,2.09362,5.00E-05,0.00091007,Up
ENSMUST00000010502,ENSMUSG00000010358,Ifi35,11:101448406-101458698,mRNA,34.1112,1.22745,4.79651,5.00E-05,0.00091007,Up
ENSMUST00000057866,ENSMUSG00000048978,Nrsn1,13:25252039-25270082,mRNA,81.4517,197.777,-1.27986,5.00E-05,0.00091007,Down
ENSMUST00000040772,ENSMUSG00000024965,Fermt3,19:6996130-7019469,mRNA,27.2094,1.72299,3.98112,5.00E-05,0.00091007,Up
ENSMUST00000039026,ENSMUSG00000037010,Apln,X:48025145-48034853,mRNA,4.1273,11.087,-1.4256,5.00E-05,0.00091007,Down
ENSMUST00000009617,ENSMUSG00000027895,Kcnc4,3:107438302-107459552,mRNA,10.9937,20.6676,-0.910695,5.00E-05,0.00091007,Down
ENSMUST00000102971,ENSMUSG00000069274,Hist1h4f,13:23551257-23551648,mRNA,234.873,84.0181,1.48311,5.00E-05,0.00091007,Up
ENSMUST00000040717,ENSMUSG00000036768,Kif15,9:122951045-123018733,mRNA,1.92983,0.228217,3.08,5.00E-05,0.00091007,Up
ENSMUST00000038942,ENSMUSG00000042613,Pbxip1,3:89436705-89450952,mRNA,39.9767,14.4663,1.46647,5.00E-05,0.00091007,Up
ENSMUST00000091319,ENSMUSG00000095028,Sirpb1b,3:15495750-15575065,mRNA,2.04379,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000102969,ENSMUSG00000069272,Hist1h2ae,13:23570516-23571220,mRNA,29.9948,5.86952,2.3534,5.00E-05,0.00091007,Up
ENSMUST00000102977,ENSMUSG00000060639,Hist1h4i,13:22040635-22041362,mRNA,121.393,62.3866,0.96038,5.00E-05,0.00091007,Up
ENSMUST00000102968,ENSMUSG00000061482,Hist1h4d,13:23581597-23582735,mRNA,73.9777,42.3192,0.805777,5.00E-05,0.00091007,Up
ENSMUST00000039627,ENSMUSG00000034156,Tspoap1,11:87760540-87785928,mRNA,13.2671,32.0103,-1.27068,5.00E-05,0.00091007,Down
ENSMUST00000038896,ENSMUSG00000035237,Lcat,8:105939550-105943382,mRNA,41.2808,18.7905,1.13547,5.00E-05,0.00091007,Up
ENSMUST00000091648,ENSMUSG00000071311,Gpr31b,17:13051320-13052280,mRNA,12.7067,0.231262,5.77991,5.00E-05,0.00091007,Up
ENSMUST00000034594,ENSMUSG00000032089,Il10ra,9:45253836-45269149,mRNA,26.5383,2.37313,3.48322,5.00E-05,0.00091007,Up
ENSMUST00000206129,ENSMUSG00000108348,Gm42372,7:16983085-16988152,mRNA,11.9802,24.7863,-1.04889,5.00E-05,0.00091007,Down
ENSMUST00000091701,ENSMUSG00000069265,Hist1h3a,13:23761852-23762386,mRNA,49.3155,11.6805,2.07794,5.00E-05,0.00091007,Up
ENSMUST00000057676,ENSMUSG00000050628,Ubald2,11:116434093-116439077,mRNA,21.1621,9.33146,1.18131,5.00E-05,0.00091007,Up
ENSMUST00000050004,ENSMUSG00000033107,Rnf125,18:20944624-20983848,mRNA,4.16802,0.884626,2.23622,5.00E-05,0.00091007,Up
ENSMUST00000102979,ENSMUSG00000069305,Hist1h4n,13:21831766-21832196,mRNA,486.007,192.525,1.33593,5.00E-05,0.00091007,Up
ENSMUST00000089465,ENSMUSG00000050014,Apol10b,15:77584157-77596125,mRNA,3.41782,0.133466,4.67853,5.00E-05,0.00091007,Up
ENSMUST00000000696,ENSMUSG00000000682,Cd52,4:134093535-134095082,mRNA,193.047,3.38744,5.83261,5.00E-05,0.00091007,Up
ENSMUST00000057814,ENSMUSG00000053765,Oas1f,5:120847366-120857986,mRNA,1.44676,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000057801,ENSMUSG00000044216,Kcnj4,15:79483717-79505241,mRNA,24.5652,56.9949,-1.21422,5.00E-05,0.00091007,Down
ENSMUST00000038949,ENSMUSG00000035283,Adrb1,19:56722371-56724862,mRNA,5.6946,11.1866,-0.974104,5.00E-05,0.00091007,Down
ENSMUST00000085679,ENSMUSG00000029622,Arpc1b,5:145114214-145140238,mRNA,19.4907,3.06055,2.67092,5.00E-05,0.00091007,Up
ENSMUST00000057725,ENSMUSG00000027639,Samhd1,2:157097532-157135265,mRNA,34.5084,2.62177,3.71834,5.00E-05,0.00091007,Up
ENSMUST00000034534,ENSMUSG00000032035,Ets1,9:32696021-32757820,mRNA,9.41385,4.31233,1.12632,5.00E-05,0.00091007,Up
ENSMUST00000205503,ENSMUSG00000004609,Cd33,7:43524215-43544428,mRNA,7.20862,1.72026,2.0671,5.00E-05,0.00091007,Up
ENSMUST00000102982,ENSMUSG00000069308,Hist1h2bp,13:21787460-21789213,mRNA,26.3955,3.33168,2.98597,5.00E-05,0.00091007,Up
ENSMUST00000102980,ENSMUSG00000001642,Akr1b3,6:34303933-34317478,mRNA,38.6489,19.1868,1.01032,5.00E-05,0.00091007,Up
ENSMUST00000040735,ENSMUSG00000036820,Amdhd2,17:24155832-24163766,mRNA,9.91579,3.42765,1.53251,5.00E-05,0.00091007,Up
ENSMUST00000009705,ENSMUSG00000026814,Eng,2:32646594-32704145,mRNA,14.5333,4.90722,1.56638,5.00E-05,0.00091007,Up
ENSMUST00000034554,ENSMUSG00000032053,Pou2af1,9:51213707-51240080,mRNA,2.86366,0.0721815,5.31009,5.00E-05,0.00091007,Up
ENSMUST00000103146,ENSMUSG00000071415,Rpl23,11:97777526-97782437,mRNA,112.186,56.0856,1.00019,5.00E-05,0.00091007,Up
ENSMUST00000034377,ENSMUSG00000031903,Pla2g15,8:106150398-106164715,mRNA,17.9363,7.97632,1.16908,5.00E-05,0.00091007,Up
ENSMUST00000085374,ENSMUSG00000070570,Slc17a7,7:45163948-45176142,mRNA,160.103,366.209,-1.19367,5.00E-05,0.00091007,Down
ENSMUST00000034369,ENSMUSG00000031897,Psmb10,8:105935738-105938444,mRNA,133.162,14.6233,3.18684,5.00E-05,0.00091007,Up
ENSMUST00000034230,ENSMUSG00000031778,Cx3cl1,8:94772008-94782427,mRNA,67.7782,149.876,-1.14487,5.00E-05,0.00091007,Down
ENSMUST00000105107,ENSMUSG00000069273,Hist1h3e,13:23561533-23562369,mRNA,88.6136,30.6475,1.53176,5.00E-05,0.00091007,Up
ENSMUST00000090246,ENSMUSG00000050931,Sgms2,3:131318984-131490479,mRNA,3.16783,1.45592,1.12156,5.00E-05,0.00091007,Up
ENSMUST00000105106,ENSMUSG00000069268,Hist1h2bf,13:23573735-23574196,mRNA,50.6126,15.4584,1.71111,5.00E-05,0.00091007,Up
ENSMUST00000090300,ENSMUSG00000060657,Marf1,16:14109165-14159274,mRNA,33.7421,59.2894,-0.813227,5.00E-05,0.00091007,Down
ENSMUST00000090219,ENSMUSG00000040093,Bmf,2:118528756-118549687,mRNA,5.00744,1.57099,1.6724,5.00E-05,0.00091007,Up
ENSMUST00000105046,ENSMUSG00000078249,Hmga1-rs1,11:120762793-120764419,mRNA,28.3031,8.2761,1.77393,5.00E-05,0.00091007,Up
ENSMUST00000034244,ENSMUSG00000031791,Tmem38a,8:72572054-72587282,mRNA,23.759,41.6868,-0.811116,5.00E-05,0.00091007,Down
ENSMUST00000000199,ENSMUSG00000062661,Ncs1,2:31245822-31295989,mRNA,50.8043,101.088,-0.992589,5.00E-05,0.00091007,Down
ENSMUST00000000201,ENSMUSG00000000197,Nalcn,14:123276640-123627144,mRNA,17.4924,30.3109,-0.793108,5.00E-05,0.00091007,Down
ENSMUST00000034260,ENSMUSG00000031803,B3gnt3,8:71690755-71701789,mRNA,1.20795,0.210551,2.52032,5.00E-05,0.00091007,Up
ENSMUST00000089651,ENSMUSG00000068335,Dok1,6:83030933-83033471,mRNA,10.6418,0.926228,3.52224,5.00E-05,0.00091007,Up
ENSMUST00000039303,ENSMUSG00000036437,Npy1r,8:66697191-66706792,mRNA,3.75481,8.54589,-1.18649,5.00E-05,0.00091007,Down
ENSMUST00000052281,ENSMUSG00000043439,Epop,11:97627388-97629702,mRNA,8.94461,21.8781,-1.2904,5.00E-05,0.00091007,Down
ENSMUST00000012587,ENSMUSG00000012443,Kif11,19:37376402-37421859,mRNA,4.19789,0.613633,2.77422,5.00E-05,0.00091007,Up
ENSMUST00000034227,ENSMUSG00000031775,Pllp,8:94674893-94696278,mRNA,5.01416,11.4432,-1.1904,5.00E-05,0.00091007,Down
ENSMUST00000052068,ENSMUSG00000046402,Rbp1,9:98422960-98446575,mRNA,7.81133,3.08321,1.34114,5.00E-05,0.00091007,Up
ENSMUST00000052172,ENSMUSG00000045382,Cxcr4,1:128588198-128592293,mRNA,16.263,1.27857,3.66899,5.00E-05,0.00091007,Up
ENSMUST00000039484,ENSMUSG00000039981,Zc3h12d,10:7832469-7870396,mRNA,2.77801,0.0474087,5.87276,5.00E-05,0.00091007,Up
ENSMUST00000000080,ENSMUSG00000000078,Klf6,13:5861481-5870394,mRNA,36.2394,14.9249,1.27983,5.00E-05,0.00091007,Up
ENSMUST00000084828,ENSMUSG00000042029,Ncapg2,12:116405401-116461611,mRNA,4.99219,1.76932,1.49648,5.00E-05,0.00091007,Up
ENSMUST00000090127,ENSMUSG00000105504,Gbp5,3:142496899-142522344,mRNA,119.839,1.16626,6.68306,5.00E-05,0.00091007,Up
ENSMUST00000089726,ENSMUSG00000068373,D430041D05Rik,2:104143072-104410334,mRNA,10.1276,23.671,-1.22483,5.00E-05,0.00091007,Down
ENSMUST00000089688,ENSMUSG00000000957,Mmp14,14:54431611-54445364,mRNA,44.8312,5.39705,3.05426,5.00E-05,0.00091007,Up
ENSMUST00000201533,ENSMUSG00000029204,Rhoh,5:65861212-65896700,mRNA,4.17575,0.368607,3.50188,5.00E-05,0.00091007,Up
ENSMUST00000052201,ENSMUSG00000047534,Mis18bp1,12:65132733-65172599,mRNA,1.64991,0.305697,2.43222,5.00E-05,0.00091007,Up
ENSMUST00000034214,ENSMUSG00000031762,Mt2,8:94172663-94173568,mRNA,1774.2,278.954,2.66908,5.00E-05,0.00091007,Up
ENSMUST00000034215,ENSMUSG00000031765,Mt1,8:94179081-94180327,mRNA,1408.81,359.778,1.9693,5.00E-05,0.00091007,Up
ENSMUST00000052204,ENSMUSG00000047037,Nipa1,7:55977566-56019954,mRNA,14.3188,29.697,-1.0524,5.00E-05,0.00091007,Down
ENSMUST00000105238,ENSMUSG00000040033,Stat2,10:128270575-128292849,mRNA,40.8823,4.14782,3.30105,5.00E-05,0.00091007,Up
ENSMUST00000058472,ENSMUSG00000042078,Svop,5:114026909-114128218,mRNA,26.8658,51.2898,-0.932903,5.00E-05,0.00091007,Down
ENSMUST00000038876,ENSMUSG00000040212,Emp3,7:45918022-45921404,mRNA,27.2423,3.31901,3.03702,5.00E-05,0.00091007,Up
ENSMUST00000039557,ENSMUSG00000039031,Arhgap18,10:26753420-26918648,mRNA,6.22776,2.93989,1.08295,5.00E-05,0.00091007,Up
ENSMUST00000104937,ENSMUSG00000078137,Ankrd63,2:118699102-118703963,mRNA,2.69696,7.71735,-1.51677,5.00E-05,0.00091007,Down
ENSMUST00000000312,ENSMUSG00000000303,Cdh1,8:106603350-106670246,mRNA,3.43512,1.56563,1.13362,5.00E-05,0.00091007,Up
ENSMUST00000085065,ENSMUSG00000064215,Ifi27,12:103434210-103440239,mRNA,64.9706,13.0418,2.31665,5.00E-05,0.00091007,Up
ENSMUST00000103184,ENSMUSG00000027335,Adra1d,2:131545849-131563179,mRNA,6.54951,15.5035,-1.24313,5.00E-05,0.00091007,Down
ENSMUST00000000317,ENSMUSG00000000308,Ckmt1,2:121357713-121380940,mRNA,58.5366,116.925,-0.998175,5.00E-05,0.00091007,Down
ENSMUST00000034339,ENSMUSG00000031871,Cdh5,8:104101624-104144511,mRNA,8.03697,4.19254,0.938827,5.00E-05,0.00091007,Up
ENSMUST00000034343,ENSMUSG00000031875,Cmtm3,8:104339409-104347672,mRNA,13.3147,4.17243,1.67406,5.00E-05,0.00091007,Up
ENSMUST00000090558,ENSMUSG00000068740,Celsr2,3:108390850-108415552,mRNA,25.7614,50.6176,-0.974427,5.00E-05,0.00091007,Down
ENSMUST00000034351,ENSMUSG00000031880,Rrad,8:104628069-104636492,mRNA,4.20642,0.70008,2.587,5.00E-05,0.00091007,Up
ENSMUST00000040880,ENSMUSG00000041205,Map6d1,16:20233309-20241358,mRNA,9.77717,24.6859,-1.3362,5.00E-05,0.00091007,Down
ENSMUST00000052413,ENSMUSG00000002699,Lcp2,11:34046919-34098545,mRNA,11.4677,0.777354,3.88286,5.00E-05,0.00091007,Up
ENSMUST00000052437,ENSMUSG00000049988,Lrrc25,8:70616154-70620890,mRNA,9.98444,0.439406,4.50605,5.00E-05,0.00091007,Up
ENSMUST00000051955,ENSMUSG00000049517,Rps23,13:90922957-90924950,mRNA,218.949,121.655,0.847797,5.00E-05,0.00091007,Up
ENSMUST00000039174,ENSMUSG00000038151,Prdm1,10:44437176-44458748,mRNA,1.57054,0.201361,2.96341,5.00E-05,0.00091007,Up
ENSMUST00000103178,ENSMUSG00000029053,Prkcz,4:155260128-155361361,mRNA,25.5959,55.7186,-1.12225,5.00E-05,0.00091007,Down
ENSMUST00000089620,ENSMUSG00000022901,Cd86,16:36603868-36666077,mRNA,13.1509,0.871324,3.91581,5.00E-05,0.00091007,Up
ENSMUST00000000299,ENSMUSG00000000290,Itgb2,10:77530251-77565686,mRNA,39.337,1.41427,4.79776,5.00E-05,0.00091007,Up
ENSMUST00000049789,ENSMUSG00000071203,Naip5,13:100211738-100246323,mRNA,3.51447,0.168086,4.38603,5.00E-05,0.00091007,Up
ENSMUST00000104915,ENSMUSG00000078117,Gm16485,9:8971790-8975773,mRNA,2.30765,5.94131,-1.36436,5.00E-05,0.00091007,Down
ENSMUST00000084935,ENSMUSG00000030729,Pgm2l1,7:100227393-100278867,mRNA,28.8352,77.5268,-1.42687,5.00E-05,0.00091007,Down
ENSMUST00000011733,ENSMUSG00000011589,Fsd1,17:55986510-55996881,mRNA,11.5256,21.4477,-0.895982,5.00E-05,0.00091007,Down
ENSMUST00000011623,ENSMUSG00000002668,Dennd1c,17:57066055-57078510,mRNA,2.74154,0.23484,3.54524,5.00E-05,0.00091007,Up
ENSMUST00000058437,ENSMUSG00000043716,Rpl7,1:16101294-16104662,mRNA,426.406,221.881,0.942445,5.00E-05,0.00091007,Up
ENSMUST00000090473,ENSMUSG00000068696,Gpr88,3:116249653-116253503,mRNA,16.9514,59.3586,-1.80806,5.00E-05,0.00091007,Down
ENSMUST00000039559,ENSMUSG00000040152,Thbs1,2:118111875-118127133,mRNA,6.41913,1.40104,2.19588,5.00E-05,0.00091007,Up
ENSMUST00000034285,ENSMUSG00000031827,Cotl1,8:119809221-119840544,mRNA,99.4447,27.9042,1.83341,5.00E-05,0.00091007,Up
ENSMUST00000058300,ENSMUSG00000030281,Il17rc,6:113471426-113483140,mRNA,4.03624,0.907238,2.15346,5.00E-05,0.00091007,Up
ENSMUST00000040917,ENSMUSG00000036781,Rps27l,9:66946085-66949514,mRNA,112.543,38.8475,1.53459,5.00E-05,0.00091007,Up
ENSMUST00000049784,ENSMUSG00000061911,Myt1l,12:29526905-29923213,mRNA,15.1259,30.6024,-1.01663,5.00E-05,0.00091007,Down
ENSMUST00000051995,ENSMUSG00000031805,Jak3,8:71676295-71690575,mRNA,5.65029,1.06571,2.4065,5.00E-05,0.00091007,Up
ENSMUST00000000287,ENSMUSG00000000278,Scpep1,11:88924019-88955465,mRNA,28.0385,7.13376,1.97468,5.00E-05,0.00091007,Up
ENSMUST00000040914,ENSMUSG00000036181,Hist1h1c,13:23738807-23740367,mRNA,96.4201,24.8831,1.95417,5.00E-05,0.00091007,Up
ENSMUST00000039259,ENSMUSG00000025422,Agap2,10:127078906-127093169,mRNA,73.7611,192.442,-1.38349,5.00E-05,0.00091007,Down
ENSMUST00000090461,ENSMUSG00000022148,Fyb,15:6579870-6663304,mRNA,12.1128,0.725757,4.06091,5.00E-05,0.00091007,Up
ENSMUST00000000895,ENSMUSG00000027489,Necab3,2:154544398-154558890,mRNA,8.39847,26.9368,-1.68138,5.00E-05,0.00091007,Down
ENSMUST00000010451,ENSMUSG00000010307,Tmem86a,7:47050600-47054777,mRNA,34.8484,9.39435,1.89122,5.00E-05,0.00091007,Up
ENSMUST00000001027,ENSMUSG00000063558,Aox1,1:58029930-58106413,mRNA,4.96036,2.27726,1.12315,5.00E-05,0.00091007,Up
ENSMUST00000038844,ENSMUSG00000035186,Ubd,17:37193891-37196095,mRNA,8.60111,0,inf,5.00E-05,0.00091007,Up
ENSMUST00000038859,ENSMUSG00000039936,Pik3cd,4:149649167-149702571,mRNA,4.91205,1.75136,1.48785,5.00E-05,0.00091007,Up
ENSMUST00000052686,ENSMUSG00000049932,H2afx,9:44334693-44336077,mRNA,36.5122,18.4686,0.983305,5.00E-05,0.00091007,Up
ENSMUST00000102864,ENSMUSG00000020275,Rel,11:23736846-23770970,mRNA,5.69242,2.05934,1.46686,5.00E-05,0.00091007,Up
ENSMUST00000008893,ENSMUSG00000024835,Coro1b,19:4148618-4154035,mRNA,58.5523,30.6539,0.933657,5.00E-05,0.00091007,Up
ENSMUST00000052708,ENSMUSG00000048327,Ckap2l,2:129268209-129297212,mRNA,3.10302,0.422007,2.87833,5.00E-05,0.00091007,Up
ENSMUST00000102898,ENSMUSG00000062647,Rpl7a,2:26910763-26913318,mRNA,350.616,185.45,0.918861,5.00E-05,0.00091007,Up
ENSMUST00000050063,ENSMUSG00000044147,Arf6,12:69371834-69373783,mRNA,40.0712,21.1825,0.919692,5.00E-05,0.00091007,Up
ENSMUST00000091704,ENSMUSG00000047246,Hist1h2be,13:23583669-23622558,mRNA,15.3934,2.98458,2.36671,5.00E-05,0.00091007,Up
ENSMUST00000102888,ENSMUSG00000024617,Camk2a,18:60925617-60988152,mRNA,201.555,557.979,-1.46904,5.00E-05,0.00091007,Down
ENSMUST00000091741,ENSMUSG00000069301,Hist1h2ag,13:22042459-22042944,mRNA,18.2861,2.01828,3.17955,5.00E-05,0.00091007,Up
ENSMUST00000009058,ENSMUSG00000028970,Abcb1b,5:8798185-8866315,mRNA,2.48086,0.69376,1.83833,5.00E-05,0.00091007,Up
ENSMUST00000057503,ENSMUSG00000027270,Lamp5,2:136052238-136069917,mRNA,16.2339,62.6666,-1.94868,5.00E-05,0.00091007,Down
ENSMUST00000102926,ENSMUSG00000028333,Anp32b,4:46450901-46472657,mRNA,39.6297,22.2174,0.834894,5.00E-05,0.00091007,Up
ENSMUST00000102925,ENSMUSG00000026956,Uap1l1,2:25359888-25365682,mRNA,8.43099,2.92563,1.52695,5.00E-05,0.00091007,Up
ENSMUST00000057612,ENSMUSG00000035279,Ssc5d,7:4925784-4964406,mRNA,1.24021,0.355659,1.80201,5.00E-05,0.00091007,Up
ENSMUST00000102852,ENSMUSG00000050737,Ptges,2:30889470-30903297,mRNA,6.31999,1.492,2.08267,5.00E-05,0.00091007,Up
ENSMUST00000091751,ENSMUSG00000069309,Hist1h2an,13:21786825-21787218,mRNA,36.9457,2.9892,3.62757,5.00E-05,0.00091007,Up
ENSMUST00000085818,ENSMUSG00000046410,Kcnk6,7:29221925-29232515,mRNA,7.6919,1.21486,2.66256,5.00E-05,0.00091007,Up
ENSMUST00000102880,ENSMUSG00000033953,Ppp3r1,11:17159262-17200375,mRNA,139.935,307.876,-1.13759,5.00E-05,0.00091007,Down
ENSMUST00000102871,ENSMUSG00000031391,L1cam,X:73853777-73880834,mRNA,14.3416,28.5853,-0.995064,5.00E-05,0.00091007,Down
ENSMUST00000091706,ENSMUSG00000006611,Hfe,13:23702033-23710854,mRNA,3.38663,0.937966,1.85224,5.00E-05,0.00091007,Up
ENSMUST00000038845,ENSMUSG00000040747,Cd53,3:106759920-106790149,mRNA,61.0971,6.65414,3.19878,5.00E-05,0.00091007,Up
ENSMUST00000102881,ENSMUSG00000020120,Plek,11:16971205-17079371,mRNA,34.5081,3.05533,3.49753,5.00E-05,0.00091007,Up
ENSMUST00000091709,ENSMUSG00000095217,Hist1h2bn,13:21754122-21754503,mRNA,103.472,11.7028,3.14432,5.00E-05,0.00091007,Up
ENSMUST00000028119,ENSMUSG00000026779,Mastl,2:23115605-23156024,mRNA,1.66107,0.622108,1.41688,0.0001,0.00169531,Up
ENSMUST00000033000,ENSMUSG00000030745,Il21r,7:125603493-125633570,mRNA,8.46588,0.301092,4.81339,0.0001,0.00169531,Up
ENSMUST00000110116,ENSMUSG00000051177,Plcb1,2:134786066-135583584,mRNA,10.0931,23.4862,-1.21844,0.0001,0.00169531,Down
ENSMUST00000193987,ENSMUSG00000063856,Gpx1,9:108339053-108340343,mRNA,82.9227,30.7613,1.43065,0.0001,0.00169531,Up
ENSMUST00000021066,ENSMUSG00000020723,Cacng4,11:107732356-107795982,mRNA,8.28423,14.9812,-0.854712,0.0001,0.00169531,Down
ENSMUST00000119118,ENSMUSG00000030518,Fam189a1,7:64756090-65156570,mRNA,8.22968,19.0868,-1.21367,0.0001,0.00169531,Down
ENSMUST00000109241,ENSMUSG00000042364,Snx18,13:113592178-113618564,mRNA,19.7097,11.5049,0.776657,0.0001,0.00169531,Up
ENSMUST00000098414,ENSMUSG00000074093,Svip,7:51997170-52006018,mRNA,11.5818,20.6497,-0.834265,0.0001,0.00169531,Down
ENSMUST00000021077,ENSMUSG00000020733,Slc9a3r1,11:115163340-115181181,mRNA,41.5891,23.722,0.809983,0.0001,0.00169531,Up
ENSMUST00000140761,ENSMUSG00000020253,Ppm1m,9:106194946-106199275,mRNA,11.3584,4.74059,1.26063,0.0001,0.00169531,Up
ENSMUST00000040404,ENSMUSG00000034634,Ly6d,15:74762055-74763620,mRNA,6.9782,0.538899,3.69477,0.0001,0.00169531,Up
ENSMUST00000045855,ENSMUSG00000042770,Hebp1,6:135137521-135168215,mRNA,32.5197,16.1738,1.00765,0.0001,0.00169531,Up
ENSMUST00000027137,ENSMUSG00000025993,Slc40a1,1:45908067-45926519,mRNA,2.51733,5.60313,-1.15434,0.0001,0.00169531,Down
ENSMUST00000034017,ENSMUSG00000031605,Klhl2,8:64739674-64850017,mRNA,27.6256,49.9819,-0.855399,0.0001,0.00169531,Down
ENSMUST00000072406,ENSMUSG00000024127,Prepl,17:85028346-85090267,mRNA,82.432,146.959,-0.834135,0.0001,0.00169531,Down
ENSMUST00000029477,ENSMUSG00000040322,Slc25a24,3:109123148-109168457,mRNA,2.62686,1.07748,1.28568,0.0001,0.00169531,Up
ENSMUST00000028111,ENSMUSG00000026770,Il2ra,2:11642806-11693193,mRNA,3.84157,0.0692733,5.79325,0.0001,0.00169531,Up
ENSMUST00000060500,ENSMUSG00000050192,Eif5a2,3:28781275-28798846,mRNA,10.8227,19.0093,-0.812645,0.0001,0.00169531,Down
ENSMUST00000032559,ENSMUSG00000030401,Rtn2,7:19282623-19296160,mRNA,19.6247,33.9162,-0.789307,0.0001,0.00169531,Down
ENSMUST00000162830,ENSMUSG00000022311,Csmd3,15:47580636-48792063,mRNA,3.6078,8.01648,-1.15185,0.0001,0.00169531,Down
ENSMUST00000040833,ENSMUSG00000038312,Edem2,2:155701676-155729475,mRNA,13.6203,7.29167,0.901434,0.0001,0.00169531,Up
ENSMUST00000046974,ENSMUSG00000037816,Fbxw17,13:50417863-50433769,mRNA,7.73871,2.89841,1.41683,0.0001,0.00169531,Up
ENSMUST00000117687,ENSMUSG00000024500,Ppp2r2b,18:42645268-43059471,mRNA,19.9259,39.0581,-0.970976,0.0001,0.00169531,Down
ENSMUST00000042334,ENSMUSG00000037805,Rpl10a,17:28328470-28331032,mRNA,232.263,135.158,0.78111,0.0001,0.00169531,Up
ENSMUST00000159345,ENSMUSG00000029413,Naaa,5:92257658-92278170,mRNA,19.0141,5.22837,1.86264,0.0001,0.00169531,Up
ENSMUST00000225200,ENSMUSG00000033730,Egr3,14:70077202-70082550,mRNA,11.8401,22.8178,-0.946474,0.0001,0.00169531,Down
ENSMUST00000004036,ENSMUSG00000003934,Efnb3,11:69554091-69560205,mRNA,19.7808,33.1002,-0.74274,0.0001,0.00169531,Down
ENSMUST00000025908,ENSMUSG00000024957,Kcnk4,19:6925709-6934515,mRNA,1.27037,4.7946,-1.91617,0.0001,0.00169531,Down
ENSMUST00000115068,ENSMUSG00000032122,Slc37a2,9:37227584-37255738,mRNA,1.69597,0.467352,1.85953,0.0001,0.00169531,Up
ENSMUST00000105140,ENSMUSG00000078349,AW011738,4:156203303-156205151,mRNA,5.44004,1.7757,1.61523,0.0001,0.00169531,Up
ENSMUST00000031750,ENSMUSG00000033542,Arhgef5,6:43264541-43289320,mRNA,2.35326,0.946779,1.31356,0.0001,0.00169531,Up
ENSMUST00000029679,ENSMUSG00000028044,Cks1b,3:89415471-89418383,mRNA,8.63412,1.3836,2.64162,0.0001,0.00169531,Up
ENSMUST00000112059,ENSMUSG00000025647,Shisa5,9:109038564-109057777,mRNA,18.7663,4.25091,2.1423,0.0001,0.00169531,Up
ENSMUST00000111601,ENSMUSG00000075224,Lrrc55,2:85160777-85196699,mRNA,4.46546,9.6409,-1.11036,0.0001,0.00169531,Down
ENSMUST00000048774,ENSMUSG00000025607,Copg2,6:30723546-30896794,mRNA,21.28,39.7342,-0.90088,0.0001,0.00169531,Down
ENSMUST00000053183,ENSMUSG00000051853,Arf3,15:98737620-98763211,mRNA,200.247,356.637,-0.832678,0.0001,0.00169531,Down
ENSMUST00000014118,ENSMUSG00000013974,Mcemp1,8:3665753-3669259,mRNA,3.12073,0.211112,3.8858,0.0001,0.00169531,Up
ENSMUST00000044158,ENSMUSG00000041560,Nop53,7:15936182-15946074,mRNA,16.9318,9.74195,0.797455,0.0001,0.00169531,Up
ENSMUST00000025773,ENSMUSG00000024854,Pold4,19:4231898-4233631,mRNA,16.4825,6.2086,1.4086,0.0001,0.00169531,Up
ENSMUST00000200409,ENSMUSG00000074238,Ap1ar,3:127807006-127838644,mRNA,13.6653,25.3858,-0.893506,0.0001,0.00169531,Down
ENSMUST00000000687,ENSMUSG00000000673,Haao,17:83831355-83846790,mRNA,2.47489,0.168887,3.87323,0.0001,0.00169531,Up
ENSMUST00000031524,ENSMUSG00000029545,Acads,5:115110298-115119346,mRNA,7.89638,3.78784,1.05981,0.0001,0.00169531,Up
ENSMUST00000031354,ENSMUSG00000029408,Abcb9,5:124061529-124095798,mRNA,9.3481,16.9615,-0.859522,0.0001,0.00169531,Down
ENSMUST00000184063,ENSMUSG00000028804,Csmd2,4:127988043-128567656,mRNA,4.885,8.7516,-0.841188,0.0001,0.00169531,Down
ENSMUST00000031455,ENSMUSG00000029490,Mfsd7a,5:108441053-108448891,mRNA,0.975223,0.21162,2.20426,0.0001,0.00169531,Up
ENSMUST00000074058,ENSMUSG00000024513,Mbd2,18:70568188-70626131,mRNA,26.6214,14.906,0.836691,0.0001,0.00169531,Up
