Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean(Counts)	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000070718.12	AP3M2	13.87	7.05	38.47	32.57	33.48	120.25	-0.23	0.51	-0.45	6.52E-01	7.89E-01	NC
ENSG00000104368.18	PLAT	15.5	1.41	0.76	0.87	0.77	32.48	4.29	0.98	4.38	0.00E+00	1.00E-04	NC
ENSG00000104365.15	IKBKB	38.35	29.95	124.13	115.72	112.87	353.79	-0.5	0.15	-3.28	1.00E-03	3.60E-03	NC
ENSG00000070501.12	POLB	7.34	4.93	22.72	21.16	22.16	64.11	-0.56	0.28	-1.99	4.61E-02	9.37E-02	NC
ENSG00000078668.14	VDAC3	42.03	22.55	101.61	109.76	98.27	320.4	-0.41	0.16	-2.54	1.11E-02	2.89E-02	NC
ENSG00000168575.10	SLC20A2	8.16	7.05	30.16	27.96	25.7	84.94	-0.57	0.27	-2.13	3.29E-02	7.03E-02	NC
ENSG00000176209.11	SMIM19	19.58	19.03	21.35	26.32	22.12	128.64	0.99	0.26	3.76	2.00E-04	7.00E-04	NC
ENSG00000120925.16	RNF170	7.34	4.93	31.44	36.1	32.62	79.86	-1.17	0.29	-4.04	1.00E-04	3.00E-04	NC
ENSG00000168172.9	HOOK3	89.76	103.24	108.79	145.09	133.14	689.28	0.87	0.24	3.7	2.00E-04	9.00E-04	NC
ENSG00000168522.13	FNTA	31.01	26.43	67.76	72.01	73.38	265.13	0	0.16	0.03	9.76E-01	9.87E-01	NC
ENSG00000165102.15	HGSNAT	31.01	7.05	119.78	125.99	138.28	292.68	-1.52	0.49	-3.13	1.80E-03	5.80E-03	NC
ENSG00000164808.17	SPIDR	93.03	60.6	131.91	114.27	122.26	563.07	0.57	0.15	3.87	1.00E-04	5.00E-04	NC
ENSG00000221869.5	CEBPD	100.78	40.17	7.96	6.92	7.75	375.32	4.53	0.37	12.23	0.00E+00	0.00E+00	Up
ENSG00000253729.7	PRKDC	84.05	74.7	268.64	274.91	260.1	806.98	-0.48	0.13	-3.84	1.00E-04	5.00E-04	NC
ENSG00000104738.18	MCM4	7.34	4.93	82.29	52.09	54.5	128.11	-2.1	0.41	-5.16	0.00E+00	0.00E+00	NC
ENSG00000169139.12	UBE2V2	28.56	19.03	57.55	56.97	59.78	201.03	-0.04	0.19	-0.2	8.41E-01	9.10E-01	NC
ENSG00000034239.11	EFCAB1	14.69	2.11	3.96	2.02	2.08	47.28	2.93	0.75	3.91	1.00E-04	4.00E-04	NC
ENSG00000019549.13	SNAI2	0.82	11.98	4.13	4.11	16.82	45.43	0.9	1.29	0.7	4.82E-01	6.44E-01	NC
ENSG00000168300.14	PCMTD1	33.05	40.87	82.65	105.51	104.67	343.03	-0.09	0.24	-0.35	7.24E-01	8.36E-01	NC
ENSG00000023287.13	RB1CC1	88.54	44.4	69.85	84.86	80.72	464.26	1.05	0.22	4.76	0.00E+00	0.00E+00	NC
ENSG00000047249.18	ATP6V1H	34.27	27.48	121.14	112.6	109.18	347.67	-0.56	0.17	-3.36	8.00E-04	2.80E-03	NC
ENSG00000187735.14	TCEA1	66.1	56.73	46.53	52.69	51.56	389.59	1.58	0.12	12.78	0.00E+00	0.00E+00	NC
ENSG00000120992.18	LYPLA1	54.67	39.46	79.21	108.94	90.21	383.89	0.31	0.18	1.75	8.03E-02	1.48E-01	NC
ENSG00000137547.9	MRPL15	19.58	3.88	45.46	47.48	39.45	120.45	-0.79	0.53	-1.48	1.38E-01	2.32E-01	NC
ENSG00000104237.11	RP1	0.82	8.46	2.03	1.29	0.37	28.85	3.39	1.15	2.93	3.40E-03	1.01E-02	NC
ENSG00000167904.15	TMEM68	8.98	7.05	23.32	26.75	25.77	85.94	-0.33	0.27	-1.23	2.18E-01	3.40E-01	NC
ENSG00000137574.11	TGS1	31.42	20.44	37.71	37.13	39.64	194.99	0.74	0.2	3.75	2.00E-04	7.00E-04	NC
ENSG00000254087.8	LYN	175.85	131.07	337.92	339.65	359.61	1339.15	0.14	0.12	1.18	2.37E-01	3.64E-01	NC
ENSG00000008988.9	RPS20	682.6	891.43	376.45	383.37	488.89	4787.04	2.25	0.29	7.86	0.00E+00	0.00E+00	Up
ENSG00000181690.8	PLAG1	17.95	2.11	3.86	5.79	5.24	54.02	2.18	0.72	3	2.70E-03	8.20E-03	NC
ENSG00000170791.18	CHCHD7	39.17	26.07	48.5	46.59	49.31	230.59	0.7	0.15	4.66	0.00E+00	0.00E+00	NC
ENSG00000246430.7	LINC00968	8.98	2.11	3.76	2.83	3.5	29.66	1.89	0.51	3.7	2.00E-04	9.00E-04	NC
ENSG00000104331.9	IMPAD1	34.27	11.28	241.56	255.21	237.06	496.41	-2.16	0.36	-6.07	0.00E+00	0.00E+00	NC
ENSG00000253821.2	AC090796.1	3.26	14.8	21.17	25.39	39.62	95.87	-0.24	0.73	-0.33	7.41E-01	8.47E-01	NC
ENSG00000215114.9	UBXN2B	67.73	50.39	105.85	126.69	126.46	510.34	0.34	0.21	1.66	9.67E-02	1.72E-01	NC
ENSG00000137575.12	SDCBP	433.31	387.93	1026.34	1153.09	919.16	3709.73	-0.03	0.12	-0.27	7.89E-01	8.79E-01	NC
ENSG00000035681.9	NSMAF	47.74	36.64	150.5	233.86	126.14	485.34	-0.69	0.28	-2.42	1.55E-02	3.84E-02	NC
ENSG00000178538.10	CA8	8.16	2.11	0.03	0.1	0.07	25.17	7.42	0.72	10.26	0.00E+00	0.00E+00	Up
ENSG00000104388.15	RAB2A	22.85	66.24	116.9	130.13	135.23	440.74	-0.13	0.56	-0.24	8.11E-01	8.92E-01	NC
ENSG00000171316.12	CHD7	34.27	35.23	78.94	72.01	79.31	292.72	0.15	0.19	0.79	4.29E-01	5.88E-01	NC
ENSG00000198363.18	ASPH	40.8	7.75	108.39	130.2	95.82	293.27	-0.96	0.62	-1.54	1.23E-01	2.10E-01	NC
ENSG00000185728.17	YTHDF3	97.11	90.9	126.33	156.36	136.37	704.36	0.74	0.14	5.26	0.00E+00	0.00E+00	NC
ENSG00000104442.10	ARMC1	9.79	14.09	44.82	51.98	45.65	146.45	-0.52	0.41	-1.26	2.06E-01	3.24E-01	NC
ENSG00000066855.16	MTFR1	3.26	8.46	15.36	19.36	16	57.12	-0.18	0.46	-0.39	7.00E-01	8.21E-01	NC
ENSG00000205268.10	PDE7A	54.67	23.25	33.75	40.11	41.3	258.12	1.3	0.28	4.63	0.00E+00	0.00E+00	NC
ENSG00000147570.10	DNAJC5B	1.63	45.8	37.86	36.19	46.26	196.9	0.68	1.33	0.51	6.07E-01	7.57E-01	NC
ENSG00000179041.4	RRS1	6.94	1.76	21.35	13.95	17.95	52.07	-0.71	0.51	-1.38	1.66E-01	2.70E-01	NC
ENSG00000175073.8	VCPIP1	93.84	67.65	88.91	99.29	90.24	565.36	1.1	0.11	10.28	0.00E+00	0.00E+00	NC
ENSG00000104205.15	SGK3	55.49	27.48	126.3	166.18	138.99	441.44	-0.48	0.26	-1.82	6.82E-02	1.29E-01	NC
ENSG00000245910.8	SNHG6	23.26	25.37	25.72	28.56	28.3	170.01	1.14	0.17	6.5	0.00E+00	0.00E+00	NC
ENSG00000121022.14	COPS5	37.54	24.66	67.68	66.65	71.86	274.71	0.17	0.18	0.96	3.35E-01	4.82E-01	NC
ENSG00000104218.14	CSPP1	40.8	16.21	17.85	21.02	17.72	162.77	1.79	0.3	5.92	0.00E+00	0.00E+00	NC
ENSG00000066777.9	ARFGEF1	134.24	62.72	201.38	194.52	206.71	789	0.19	0.27	0.72	4.73E-01	6.34E-01	NC
ENSG00000140396.13	NCOA2	107.31	66.95	70.17	89.13	84.93	572.09	1.39	0.16	8.8	0.00E+00	0.00E+00	NC
ENSG00000067167.8	TRAM1	70.99	59.19	263.89	389.76	297.14	812.3	-1.03	0.21	-4.84	0.00E+00	0.00E+00	NC
ENSG00000147592.9	LACTB2	10.61	6.34	21.72	26.13	19.86	78.9	-0.13	0.29	-0.44	6.61E-01	7.95E-01	NC
ENSG00000104313.20	EYA1	18.77	20.44	0.44	0.34	0	102.25	7.55	0.95	7.92	0.00E+00	0.00E+00	Up
ENSG00000147601.14	TERF1	8.98	7.75	28.45	26.45	27.83	92.97	-0.36	0.31	-1.17	2.40E-01	3.68E-01	NC
ENSG00000147604.14	RPL7	690.76	633.51	215.06	213.88	272.99	3765.15	2.8	0.15	18.79	0.00E+00	0.00E+00	Up
ENSG00000121039.10	RDH10	35.09	23.25	61.4	61.84	68.37	242.83	0.14	0.16	0.9	3.70E-01	5.22E-01	NC
ENSG00000253339.2	AC111149.2	16.32	4.23	0.03	0.07	0	48.24	9.4	0.88	10.7	0.00E+00	0.00E+00	Up
ENSG00000040341.18	STAU2	32.64	28.89	45.14	44.57	47.39	235.14	0.74	0.15	5.03	0.00E+00	0.00E+00	NC
ENSG00000104343.21	UBE2W	41.62	31.71	94.94	100.03	95.99	348.06	-0.08	0.18	-0.48	6.29E-01	7.72E-01	NC
ENSG00000154582.16	ELOC	35.5	27.48	56.84	57.19	48.1	248.77	0.52	0.17	3.05	2.30E-03	7.20E-03	NC
ENSG00000175606.11	TMEM70	26.93	2.82	33.71	37.85	34.66	128.79	-0.01	0.77	-0.01	9.92E-01	9.96E-01	NC
ENSG00000154589.7	LY96	22.03	4.23	37.84	56.9	38.37	132.1	-0.55	0.63	-0.87	3.83E-01	5.37E-01	NC
ENSG00000104381.13	GDAP1	35.5	4.93	10.94	10.62	9.13	110.29	2.15	0.76	2.82	4.90E-03	1.40E-02	NC
ENSG00000164751.15	PEX2	11.42	23.25	48.78	62.62	64.38	179.82	-0.45	0.43	-1.03	3.01E-01	4.43E-01	NC
ENSG00000104427.12	ZC2HC1A	2.04	6.34	18.54	24.69	21.47	57.05	-0.98	0.47	-2.06	3.89E-02	8.10E-02	NC
ENSG00000164683.17	HEY1	8.98	19.03	0.1	0.34	0.07	81.74	7.81	0.74	10.51	0.00E+00	0.00E+00	Up
ENSG00000076554.15	TPD52	34.27	20.44	15.76	16.36	12.74	161.12	2.15	0.2	10.74	0.00E+00	0.00E+00	Up
ENSG00000205189.12	ZBTB10	6.53	16.91	18.02	21.01	18.34	95.23	0.7	0.49	1.43	1.53E-01	2.53E-01	NC
ENSG00000260317.1	AC009812.4	8.16	0.7	0.59	0.7	0.34	20.98	4.18	0.88	4.76	0.00E+00	0.00E+00	NC
ENSG00000076641.4	PAG1	54.67	42.99	380.76	360.21	228.83	742.85	-1.47	0.25	-5.9	0.00E+00	0.00E+00	NC
ENSG00000164687.11	FABP5	47.74	54.61	57.22	73.57	67.04	367.15	0.95	0.24	3.9	1.00E-04	4.00E-04	NC
ENSG00000170323.9	FABP4	124.44	470.73	677.51	588.21	759.86	2711.97	0.24	0.67	0.35	7.24E-01	8.36E-01	NC
ENSG00000237264.4	FTH1P11	4.9	8.1	1.22	0.87	1.12	44.93	4.22	0.81	5.19	0.00E+00	0.00E+00	NC
ENSG00000133731.10	IMPA1	10.2	6.34	37.96	41.65	37.02	102.73	-0.95	0.25	-3.86	1.00E-04	5.00E-04	NC
ENSG00000104231.11	ZFAND1	6.53	6.34	32.41	37.68	39.28	86.35	-1.22	0.31	-3.9	1.00E-04	4.00E-04	NC
ENSG00000133739.16	LRRCC1	17.95	17.62	19.88	23.92	23.23	121.69	0.95	0.24	4	1.00E-04	3.00E-04	NC
ENSG00000133740.11	E2F5	11.42	2.82	4.88	5.11	5.39	45.49	1.77	0.48	3.66	3.00E-04	1.00E-03	NC
ENSG00000176731.12	RBIS	14.69	8.46	16.29	16.59	19.69	80.91	0.65	0.26	2.45	1.41E-02	3.53E-02	NC
ENSG00000185015.8	CA13	6.53	11.98	9.48	9.1	10.7	62.44	1.25	0.37	3.37	7.00E-04	2.70E-03	NC
ENSG00000147614.4	ATP6V0D2	4.08	43.69	15.32	52.46	4.79	174.06	1.45	1.18	1.23	2.20E-01	3.43E-01	NC
ENSG00000123124.14	WWP1	42.03	25.02	50.44	65.47	56.01	248	0.46	0.22	2.08	3.74E-02	7.83E-02	NC
ENSG00000176623.12	RMDN1	17.95	20.44	62.45	67.04	64.66	213.26	-0.35	0.27	-1.31	1.90E-01	3.03E-01	NC
ENSG00000085719.13	CPNE3	59.57	30.3	115.65	115.33	132.82	411.09	-0.18	0.2	-0.89	3.71E-01	5.23E-01	NC
ENSG00000104312.8	RIPK2	41.62	30.3	46.89	43.88	48.17	261.89	0.94	0.15	6.15	0.00E+00	0.00E+00	NC
ENSG00000164823.11	OSGIN2	14.69	26.07	81.24	95.64	78.36	235.09	-0.77	0.38	-2	4.53E-02	9.22E-02	NC
ENSG00000104320.13	NBN	93.84	69.41	110.76	103.51	108.12	600	0.92	0.12	7.66	0.00E+00	0.00E+00	NC
ENSG00000104325.7	DECR1	43.66	62.01	224.92	176.05	179.36	573.56	-0.57	0.34	-1.65	9.83E-02	1.75E-01	NC
ENSG00000180694.14	TMEM64	9.79	0.7	12.61	16.91	13.06	44.87	-0.35	0.93	-0.37	7.10E-01	8.28E-01	NC
ENSG00000253738.2	OTUD6B-AS1	21.22	10.57	20.44	21.49	23.3	114.88	0.82	0.22	3.82	1.00E-04	6.00E-04	NC
ENSG00000155100.11	OTUD6B	10.2	3.88	26.26	25.39	25.73	73.21	-0.62	0.27	-2.33	2.00E-02	4.71E-02	NC
ENSG00000248858.7	AC104211.1	11.42	0	1.03	0.75	0.6	30.84	4.15	1.42	2.92	3.50E-03	1.06E-02	NC
ENSG00000205133.12	TRIQK	46.51	54.26	123.49	85.88	108.9	429.22	0.25	0.25	1.01	3.11E-01	4.55E-01	NC
ENSG00000188343.13	FAM92A	25.3	8.46	22.22	16.52	26.18	114.84	0.85	0.45	1.89	5.87E-02	1.14E-01	NC
ENSG00000183808.11	RBM12B	35.09	9.16	28.68	34.64	32	149.35	0.62	0.45	1.37	1.72E-01	2.78E-01	NC
ENSG00000164951.16	PDP1	19.58	19.03	34.24	35.4	36.98	165.41	0.47	0.22	2.16	3.07E-02	6.71E-02	NC
ENSG00000164944.12	VIRMA	46.51	33.83	78.26	82.5	80.29	336.01	0.29	0.12	2.49	1.27E-02	3.24E-02	NC
ENSG00000104413.18	ESRP1	24.48	10.57	0.68	0.48	0.21	86.74	6.51	0.5	13.04	0.00E+00	0.00E+00	Up
ENSG00000156162.16	DPY19L4	9.79	9.16	22.64	25.98	25.49	82.95	-0.1	0.26	-0.38	7.06E-01	8.25E-01	NC
ENSG00000164941.14	INTS8	12.65	6.69	40.74	41.86	50.29	110.93	-0.99	0.33	-3.05	2.30E-03	7.30E-03	NC
ENSG00000156170.13	NDUFAF6	6.53	15.86	7.89	8.96	7.49	71.86	1.82	0.53	3.42	6.00E-04	2.30E-03	NC
ENSG00000164938.14	TP53INP1	11.42	6.34	31.7	46.31	34.94	99.78	-0.85	0.34	-2.48	1.31E-02	3.32E-02	NC
ENSG00000175895.4	PLEKHF2	33.05	11.98	35.07	43.35	37.93	177.47	0.53	0.48	1.09	2.75E-01	4.11E-01	NC
ENSG00000156172.6	C8orf37	2.45	7.05	3.81	2.5	2.79	31.24	2.04	0.55	3.73	2.00E-04	8.00E-04	NC
ENSG00000156467.9	UQCRB	104.04	92.67	116.89	114.97	121.08	684.8	1.04	0.1	10.37	0.00E+00	0.00E+00	NC
ENSG00000156471.13	PTDSS1	25.7	9.87	127.06	135.82	135.05	283.79	-1.77	0.38	-4.68	0.00E+00	0.00E+00	NC
ENSG00000169439.12	SDC2	26.93	11.98	10.97	12.25	3.78	102.95	2.28	0.55	4.14	0.00E+00	2.00E-04	NC
ENSG00000104324.16	CPQ	20.4	9.51	61.77	49.98	65.46	161.86	-0.78	0.4	-1.97	4.91E-02	9.81E-02	NC
ENSG00000147649.10	MTDH	50.19	60.25	280.03	295.2	270.02	733.25	-1.01	0.2	-5.1	0.00E+00	0.00E+00	NC
ENSG00000156482.11	RPL30	260.31	350.93	142.2	139.14	173.56	1825.09	2.33	0.29	7.93	0.00E+00	0.00E+00	Up
ENSG00000177459.11	ERICH5	8.16	0.7	0.68	0.48	0.41	22.88	4.33	0.89	4.88	0.00E+00	0.00E+00	NC
ENSG00000132541.11	RIDA	8.98	5.64	10.21	10.37	9.98	53.62	0.8	0.27	2.97	3.00E-03	9.10E-03	NC
ENSG00000104361.10	NIPAL2	26.52	9.51	33.31	37.61	34.59	141.97	0.26	0.35	0.75	4.52E-01	6.13E-01	NC
ENSG00000104375.17	STK3	17.14	22.2	36.79	32.91	32.98	168.07	0.63	0.32	1.95	5.14E-02	1.02E-01	NC
ENSG00000132549.18	VPS13B	80.38	79.63	102.71	117.97	109.71	581.28	0.84	0.29	2.87	4.20E-03	1.22E-02	NC
ENSG00000164919.11	COX6C	67.73	74.34	71.49	73.8	74.34	491.49	1.29	0.17	7.45	0.00E+00	0.00E+00	NC
ENSG00000132554.20	RGS22	11.42	0.7	0.9	0.75	0.07	28.1	4.52	1.26	3.58	3.00E-04	1.30E-03	NC
ENSG00000147669.11	POLR2K	44.88	20.44	64.33	68	68.93	253.34	0.14	0.28	0.5	6.19E-01	7.66E-01	NC
ENSG00000104450.12	SPAG1	9.79	16.21	10.63	12.1	12.6	91.38	1.53	0.36	4.31	0.00E+00	1.00E-04	NC
ENSG00000034677.13	RNF19A	71.81	37.7	98.28	100.88	96.31	426.8	0.42	0.16	2.64	8.30E-03	2.24E-02	NC
ENSG00000186106.11	ANKRD46	13.87	9.16	9.5	12.76	11.21	79.98	1.36	0.28	4.86	0.00E+00	0.00E+00	NC
ENSG00000070756.16	PABPC1	994.32	874.87	1233.64	1070.23	1498.12	6759.38	0.86	0.15	5.54	0.00E+00	0.00E+00	NC
ENSG00000164924.18	YWHAZ	487.98	301.25	719.23	680.56	653.48	3067.78	0.49	0.13	3.82	1.00E-04	6.00E-04	NC
ENSG00000120963.12	ZNF706	83.23	60.25	124.54	111.35	124.42	555.45	0.55	0.12	4.59	0.00E+00	0.00E+00	NC
ENSG00000083307.12	GRHL2	4.9	4.93	0.37	0.55	0	28.29	5.43	1.13	4.81	0.00E+00	0.00E+00	NC
ENSG00000048392.11	RRM2B	16.32	54.97	153.63	188.3	167.01	452.87	-0.9	0.59	-1.52	1.29E-01	2.18E-01	NC
ENSG00000104517.13	UBR5	68.55	70.82	210.44	236.62	218.63	682.14	-0.43	0.23	-1.86	6.24E-02	1.20E-01	NC
ENSG00000155090.15	KLF10	31.82	14.8	101.16	92.8	130.69	289.29	-0.93	0.29	-3.24	1.20E-03	4.00E-03	NC
ENSG00000155096.14	AZIN1	67.73	46.51	227.61	241.02	240.9	655.45	-0.77	0.11	-7.25	0.00E+00	0.00E+00	NC
ENSG00000253320.7	AZIN1-AS1	8.16	1.41	2.05	1.51	3.03	25.05	2.28	0.71	3.22	1.30E-03	4.30E-03	NC
ENSG00000155097.12	ATP6V1C1	56.71	53.2	146.38	144.18	137.7	503.09	-0.08	0.11	-0.66	5.06E-01	6.70E-01	NC
ENSG00000247081.8	BAALC-AS1	13.87	1.41	0.98	0.63	0.66	35.65	4.47	0.9	4.95	0.00E+00	0.00E+00	NC
ENSG00000164930.12	FZD6	16.32	10.57	1.19	1.03	0.3	70.62	5.31	0.53	10.03	0.00E+00	0.00E+00	Up
ENSG00000164934.14	DCAF13	19.58	14.09	52.05	55.63	48.64	167.11	-0.34	0.18	-1.85	6.38E-02	1.22E-01	NC
ENSG00000164935.6	DCSTAMP	0	24.66	92.91	89.28	108.27	214.87	-1.66	1.57	-1.06	2.91E-01	4.30E-01	NC
ENSG00000147650.11	LRP12	0.82	7.75	21.15	23.01	18.53	58.04	-0.8	0.9	-0.89	3.75E-01	5.27E-01	NC
ENSG00000164830.18	OXR1	27.74	33.47	103.86	101.52	86.86	291.52	-0.51	0.55	-0.94	3.48E-01	4.97E-01	NC
ENSG00000104408.10	EIF3E	128.12	128.61	233.38	256.43	311.83	1088.63	0.27	0.19	1.38	1.67E-01	2.71E-01	NC
ENSG00000104412.8	EMC2	28.97	9.16	56.23	53.95	56.65	177.87	-0.33	0.44	-0.76	4.48E-01	6.09E-01	NC
ENSG00000120533.13	ENY2	53.04	29.24	70.37	68.6	68.81	311.45	0.52	0.14	3.68	2.00E-04	9.00E-04	NC
ENSG00000147654.15	EBAG9	25.7	14.8	31.77	30.36	33.46	144.77	0.58	0.24	2.44	1.48E-02	3.69E-02	NC
ENSG00000147642.17	SYBU	5.71	7.05	0.51	0.45	0.15	34.15	5.44	0.56	9.8	0.00E+00	0.00E+00	Up
ENSG00000104447.12	TRPS1	97.11	41.58	24.55	39.75	29.51	388.31	2.39	0.31	7.64	0.00E+00	0.00E+00	Up
ENSG00000147677.11	EIF3H	135.05	163.84	223.39	212.55	278.94	1168.58	0.68	0.24	2.78	5.40E-03	1.53E-02	NC
ENSG00000147679.12	UTP23	12.65	9.16	30.39	32.76	32.53	102.59	-0.26	0.22	-1.22	2.21E-01	3.44E-01	NC
ENSG00000164754.14	RAD21	98.74	55.32	177.59	191.71	187.86	685.18	0.02	0.17	0.13	8.96E-01	9.42E-01	NC
ENSG00000164758.7	MED30	12.24	11.98	15.37	14	13.94	80.62	1.04	0.23	4.42	0.00E+00	1.00E-04	NC
ENSG00000182197.11	EXT1	20.4	28.89	12.09	10.67	11.83	161.62	2.54	0.35	7.16	0.00E+00	0.00E+00	Up
ENSG00000177570.14	SAMD12	14.69	47.92	2.86	2.38	1.42	182.23	5.27	0.67	7.86	0.00E+00	0.00E+00	Up
ENSG00000147676.14	MAL2	110.98	25.37	1.13	0.89	0.43	337.01	7.62	0.64	11.99	0.00E+00	0.00E+00	Up
ENSG00000136960.12	ENPP2	32.64	0.7	4.44	8.34	7.86	86.85	2.41	1.29	1.88	6.05E-02	1.17E-01	NC
ENSG00000064313.12	TAF2	23.66	27.48	44.19	46.54	44.35	190.69	0.42	0.29	1.47	1.41E-01	2.35E-01	NC
ENSG00000155792.10	DEPTOR	9.79	2.82	0.61	0.58	0.56	28.08	4.59	0.49	9.29	0.00E+00	0.00E+00	Up
ENSG00000172172.8	MRPL13	45.7	35.94	41.89	42.63	40.78	267.32	1.26	0.12	10.59	0.00E+00	0.00E+00	NC
ENSG00000172164.15	SNTB1	90.99	72.23	194.08	248.27	150.22	728.8	0.03	0.22	0.15	8.83E-01	9.35E-01	NC
ENSG00000178764.8	ZHX2	18.77	9.87	23.43	25.29	27.06	112.97	0.48	0.52	0.93	3.53E-01	5.03E-01	NC
ENSG00000136986.10	DERL1	29.38	23.96	174.73	150.25	173.67	387.51	-1.38	0.2	-6.91	0.00E+00	0.00E+00	NC
ENSG00000156787.17	TBC1D31	0.82	11.28	29.45	25.65	27.55	77.84	-0.73	1.03	-0.71	4.80E-01	6.42E-01	NC
ENSG00000189376.12	C8orf76	8.16	2.11	5.33	5.28	4.62	31.05	1.22	0.43	2.86	4.20E-03	1.22E-02	NC
ENSG00000165156.15	ZHX1	21.62	28.89	50.95	53.63	53.32	206.17	0.22	0.29	0.74	4.60E-01	6.21E-01	NC
ENSG00000156802.13	ATAD2	51.41	9.87	40.57	28.8	29.55	190.08	1.02	0.57	1.78	7.48E-02	1.40E-01	NC
ENSG00000156795.8	WDYHV1	8.16	8.46	11.07	9.51	10.26	56.44	0.99	0.27	3.64	3.00E-04	1.10E-03	NC
ENSG00000156804.7	FBXO32	17.95	6.34	9.7	13.24	9.54	75.98	1.4	0.36	3.93	1.00E-04	4.00E-04	NC
ENSG00000176853.16	FAM91A1	59.57	112.05	112.82	141.13	115.99	652.9	0.84	0.46	1.85	6.42E-02	1.23E-01	NC
ENSG00000214814.7	FER1L6	11.02	3.17	0.69	0.39	0.07	41.16	5.62	0.9	6.27	0.00E+00	0.00E+00	NC
ENSG00000164983.7	TMEM65	18.36	10.22	16.44	27.81	21.35	113.63	0.76	0.4	1.92	5.54E-02	1.08E-01	NC
ENSG00000183665.5	TRMT12	3.26	5.64	19.15	14.34	15.05	50.06	-0.5	0.42	-1.19	2.33E-01	3.60E-01	NC
ENSG00000170881.4	RNF139	17.95	6.34	52.36	54.61	54.72	133.52	-1.08	0.48	-2.23	2.60E-02	5.85E-02	NC
ENSG00000147687.19	TATDN1	21.62	1.41	16.63	17.65	17.4	77.43	0.51	1.01	0.5	6.14E-01	7.62E-01	NC
ENSG00000147684.9	NDUFB9	91.8	83.15	66.34	73.13	69.32	538.17	1.6	0.14	11.42	0.00E+00	0.00E+00	NC
ENSG00000170873.18	MTSS1	70.99	8.81	3.54	4.08	2.88	189.11	4.66	0.72	6.45	0.00E+00	0.00E+00	NC
ENSG00000104549.12	SQLE	4.08	6.69	21.4	33.53	13.79	66.87	-0.66	0.57	-1.15	2.50E-01	3.80E-01	NC
ENSG00000164961.16	WASHC5	74.67	39.81	149.68	162.93	143.07	526.83	-0.13	0.17	-0.77	4.39E-01	5.99E-01	NC
ENSG00000156831.8	NSMCE2	15.1	5.64	32.39	32.37	32.79	107.8	-0.33	0.34	-0.97	3.33E-01	4.80E-01	NC
ENSG00000173334.4	TRIB1	79.97	31.71	55.54	62.08	83.69	373.36	0.95	0.33	2.84	4.50E-03	1.32E-02	NC
ENSG00000136997.19	MYC	44.47	1.41	11.31	13.23	7.56	126.4	2.3	1.27	1.82	6.94E-02	1.31E-01	NC
ENSG00000249859.11	PVT1	13.46	2.82	6.23	5.38	5.8	43.95	1.6	0.54	2.99	2.80E-03	8.50E-03	NC
ENSG00000229140.10	CCDC26	21.22	0	0.07	0.1	0.07	45.13	8.06	1.59	5.06	0.00E+00	0.00E+00	NC
ENSG00000153310.19	FAM49B	140.36	44.04	171.1	196.46	192.97	726.41	0.16	0.48	0.34	7.33E-01	8.43E-01	NC
ENSG00000153317.15	ASAP1	113.43	92.31	178.52	258.82	181.57	846.33	0.29	0.18	1.61	1.08E-01	1.89E-01	NC
ENSG00000132294.15	EFR3A	74.26	112.05	284.77	292.01	307.39	961.17	-0.3	0.31	-0.96	3.36E-01	4.84E-01	NC
ENSG00000129295.9	LRRC6	15.5	16.91	8.55	6.32	6.04	99.99	2.6	0.47	5.58	0.00E+00	0.00E+00	NC
ENSG00000165071.14	TMEM71	12.24	9.51	4.78	4.61	4.25	68.83	2.58	0.26	9.97	0.00E+00	0.00E+00	Up
ENSG00000129292.20	PHF20L1	73.85	42.63	57.13	68.62	61.27	380.92	1.15	0.2	5.82	0.00E+00	0.00E+00	NC
ENSG00000155926.14	SLA	254.19	186.39	536.87	339.41	694.15	1937.67	0.03	0.27	0.13	8.98E-01	9.43E-01	NC
ENSG00000287736.1	AF305872.2	14.28	0	2.66	3.24	4.01	43.12	2.46	1.47	1.66	9.59E-02	1.71E-01	NC
ENSG00000104419.14	NDRG1	26.11	17.62	89.84	70.87	72	230.41	-0.55	0.21	-2.59	9.60E-03	2.55E-02	NC
ENSG00000008513.16	ST3GAL1	19.99	32.77	311.29	233.67	249.77	558.21	-1.95	0.41	-4.74	0.00E+00	0.00E+00	NC
ENSG00000066827.16	ZFAT	2.86	13.39	16.14	11.55	16.32	67.33	0.54	0.7	0.77	4.44E-01	6.04E-01	NC
ENSG00000131773.14	KHDRBS3	9.79	0.7	0.3	0.24	0.13	26.92	5.81	1.03	5.62	0.00E+00	0.00E+00	NC
ENSG00000167632.16	TRAPPC9	11.02	7.75	46.6	44.15	47.14	126.9	-0.96	0.27	-3.54	4.00E-04	1.50E-03	NC
ENSG00000104472.10	CHRAC1	19.58	34.53	34.63	36.19	30.71	185.46	0.94	0.41	2.28	2.27E-02	5.22E-02	NC
ENSG00000123908.12	AGO2	28.56	19.73	49.6	68.59	41.81	193.86	0.06	0.31	0.19	8.53E-01	9.17E-01	NC
