tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	3977	0	live	LIFR	CD118, LIF-R, SJS2, STWS, SWS	LIF receptor subunit alpha	leukemia inhibitory factor receptor|CD118 antigen|LIF receptor|LIF receptor alpha|leukemia inhibitory factor receptor alpha	5p13.1	5	NC_000005.10	38474668	38606290	minus	25	151443	
9606	Homo sapiens	2752	0	live	GLUL	GLNS, GS, PIG43, PIG59	glutamate-ammonia ligase	glutamine synthetase|cell proliferation-inducing protein 59|glutamate decarboxylase|glutamine synthase|palmitoyltransferase GLUL|proliferation-inducing protein 43	1q25.3	1	NC_000001.11	182378093	182392206	minus	9	138290	
9606	Homo sapiens	3209	0	live	HOXA13	HOX1, HOX1J	homeobox A13	homeobox protein Hox-A13|homeo box 1J|homeo box A13|homeobox protein HOXA13|homeobox protein Hox-1J|transcription factor HOXA13	7p15.2	7	NC_000007.14	27194364	27200091	minus	2	142959	
9606	Homo sapiens	5795	0	live	PTPRJ	CD148, DEP1, HPTPeta, R-PTP-ETA, SCC1	protein tyrosine phosphatase receptor type J	receptor-type tyrosine-protein phosphatase eta|CD148 antigen|DEP-1|HPTP eta|R-PTP-J|density-enhanced phosphatase 1|human density enhanced phosphatase-1|protein tyrosine phosphatase, receptor type, J polypeptide|protein-tyrosine phosphatase eta|susceptibility to colon cancer 1, mouse, homolog of	11p11.2	11	NC_000011.10	47980504	48170839	plus	27	600925	
9606	Homo sapiens	406924	0	live	MIR134	MIRN134, mir-134	microRNA 134	hsa-mir-134	14q32.31	14	NC_000014.9	101054687	101054759	plus	1	610164	
9606	Homo sapiens	406980	0	live	MIR19B1	C13orf25, MIR17HG, MIR19B, MIRH1, MIRHG1, MIRN19B1, miR-19b-1, miRNA19B1	microRNA 19b-1	MicroRNA-19b|Putative microRNA 17 host gene protein|Putative microRNA host gene 1 protein|hsa-mir-19b-1|miR-19b	13q31.3	13	NC_000013.11	91351192	91351278	plus	1	609419	
9606	Homo sapiens	10016	0	live	PDCD6	ALG-2, ALG2, PEF1B	programmed cell death 6	programmed cell death protein 6|apoptosis-linked gene 2 protein|apoptosis-linked gene 2 protein homolog|probable calcium-binding protein ALG-2	5p15.33	5	NC_000005.10	271621	314974	plus	7	601057	
9606	Homo sapiens	259197	0	live	NCR3	1C7, CD337, LY117, MALS, NKp30	natural cytotoxicity triggering receptor 3	natural cytotoxicity triggering receptor 3|NK-p30|activating NK-A1 receptor|activating natural killer receptor p30|lymphocyte antigen 117|natural killer cell p30-related protein	6p21.33	6	NC_000006.12	31588895	31593024	minus	6	611550	
9606	Homo sapiens	2104	0	live	ESRRG	ERR-gamma, ERR3, ERRg, ERRgamma, NR3B3	estrogen related receptor gamma	estrogen-related receptor gamma|ERR gamma-2|estrogen receptor-related protein 3|nuclear receptor subfamily 3 group B member 3	1q41	1	NC_000001.11	216503246	217137702	minus	28	602969	
9606	Homo sapiens	199	0	live	AIF1	AIF-1, IBA1, IRT-1, IRT1	allograft inflammatory factor 1	allograft inflammatory factor 1|interferon gamma responsive transcript|ionized calcium-binding adapter molecule 1|protein G1	6p21.33	6	NC_000006.12	31615212	31617015	plus	5	601833	
9606	Homo sapiens	2773	0	live	GNAI3	87U6, ARCND1	G protein subunit alpha i3	guanine nucleotide-binding protein G(i) subunit alpha|g(i) alpha-3|guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3|guanine nucleotide-binding protein G(k) subunit alpha	1p13.3	1	NC_000001.11	109548615	109600195	plus	9	139370	
9606	Homo sapiens	10672	0	live	GNA13	G13	G protein subunit alpha 13	guanine nucleotide-binding protein subunit alpha-13|g alpha-13|guanine nucleotide binding protein (G protein), alpha 13	17q24.1	17	NC_000017.11	65009289	65056740	minus	6	604406	
9606	Homo sapiens	442900	0	live	MIR326	MIRN326, hsa-mir-326, mir-326	microRNA 326		11q13.4	11	NC_000011.10	75335092	75335186	minus	1	613755	
9606	Homo sapiens	1959	0	live	EGR2	AT591, CHN1, CMT1D, CMT4E, KROX20	early growth response 2	E3 SUMO-protein ligase EGR2|E3 SUMO-protein transferase ERG2|KROX-20, Drosophila, homolog (early growth response-2)|early growth response protein 2|zinc finger protein Krox-20	10q21.3	10	NC_000010.11	62811996	62819167	minus	5	129010	
9606	Homo sapiens	8519	0	live	IFITM1	9-27, CD225, DSPA2a, IFI17, LEU13	interferon induced transmembrane protein 1	interferon-induced transmembrane protein 1|dispanin subfamily A member 2a|interferon-induced protein 17|interferon-inducible protein 9-27|leu-13 antigen	11p15.5	11	NC_000011.10	314040	315272	plus	2	604456	
9606	Homo sapiens	8405	0	live	SPOP	BTBD32, NEDMACE, NEDMIDF, NSDVS1, NSDVS2, TEF2	speckle type BTB/POZ protein	speckle-type POZ protein|HIB homolog 1|roadkill homolog 1	17q21.33	17	NC_000017.11	49598884	49678163	minus	16	602650	
9606	Homo sapiens	6780	0	live	STAU1	PPP1R150, STAU	staufen double-stranded RNA binding protein 1	double-stranded RNA-binding protein Staufen homolog 1|protein phosphatase 1, regulatory subunit 150|staufen, RNA binding protein, homolog 1	20q13.13	20	NC_000020.11	49113339	49219295	minus	19	601716	
9606	Homo sapiens	250	0	live	ALPP	ALP, ALPI, IAP, PALP, PLAP, PLAP-1	alkaline phosphatase, placental	alkaline phosphatase, placental type|Intestinal alkaline phosphatase|Intestinal-type alkaline phosphatase|alkaline phosphatase Regan isozyme|alkaline phosphomonoesterase|glycerophosphatase|placental alkaline phosphatase 1	2q37.1	2	NC_000002.12	232378751	232382889	plus	11	171800	
9606	Homo sapiens	10537	0	live	UBD	FAT10, GABBR1-3, UBD	ubiquitin D	ubiquitin D|diubiquitin|ubiquitin-like protein FAT10	6p22.1	6	NC_000006.12	29555515	29559732	minus	2	606050	
9606	Homo sapiens	3399	0	live	ID3	HEIR-1, bHLHb25	inhibitor of DNA binding 3, HLH protein	DNA-binding protein inhibitor ID-3|ID-like protein inhibitor HLH 1R21|class B basic helix-loop-helix protein 25|helix-loop-helix protein HEIR-1|inhibitor of DNA binding 3, dominant negative helix-loop-helix protein|inhibitor of differentiation 3	1p36.12	1	NC_000001.11	23557926	23559501	minus	3	600277	
9606	Homo sapiens	6425	0	live	SFRP5	SARP3	secreted frizzled related protein 5	secreted frizzled-related protein 5|FRP-1b|SARP-3|frizzled-related protein 1b|sFRP-5|secreted apoptosis related protein 3	10q24.2	10	NC_000010.11	97766751	97771999	minus	3	604158	
9606	Homo sapiens	1938	0	live	EEF2	EEF-2, EF-2, EF2, SCA26	eukaryotic translation elongation factor 2	elongation factor 2|epididymis secretory sperm binding protein|polypeptidyl-tRNA translocase	19p13.3	19	NC_000019.10	3976056	3985463	minus	15	130610	
9606	Homo sapiens	9444	0	live	QKI	Hqk, QK, QK1, QK3, hqkI	QKI, KH domain containing RNA binding	protein quaking|QKI/LOC100132735 fusion|RNA binding protein HQK|homolog of mouse quaking QKI (KH domain RNA binding protein)|quaking homolog, KH domain RNA binding	6q26	6	NC_000006.12	163414486	163578592	plus	8	609590	
9606	Homo sapiens	126961	0	live	H3C14	H3, H3.2, H3/M, H3C13, H3C15, H3F2, H3FM, H3FN, HIST2H3C	H3 clustered histone 14	histone H3.2|H3 histone family, member M|H3 histone, family 2|H3-clustered histone 13|H3-clustered histone 15|histone 2, H3c|histone H3/m|histone cluster 2 H3 family member c|histone cluster 2, H3c	1q21.2	1	NC_000001.11	149840687	149841208	minus	1	142780	
9606	Homo sapiens	4800	0	live	NFYA	CBF-A, CBF-B, HAP2, NF-YA	nuclear transcription factor Y subunit alpha	nuclear transcription factor Y subunit alpha|CAAT-box DNA binding protein subunit A|CCAAT-binding transcription factor subunit B|HAP2 CCAAT-binding protein|Transcription factor NF-Y, A subunit|nuclear transcription factor Y subunit A|nuclear transcription factor Y, alpha	6p21.1	6	NC_000006.12	41072974	41102403	plus	10	189903	
9606	Homo sapiens	406977	0	live	MIR199A2	MIR-199-s, MIRN199A2, mir-199a-2	microRNA 199a-2	hsa-mir-199a-2|miR-199a-3p	1q24.3	1	NC_000001.11	172144535	172144644	minus	1	610720	
9606	Homo sapiens	60468	0	live	BACH2	BTBD25, IMD60	BTB domain and CNC homolog 2	transcription regulator protein BACH2|BTB and CNC homolog 2|BTB and CNC homology 1, basic leucine zipper transcription factor 2	6q15	6	NC_000006.12	89926528	90296908	minus	14	605394	
9606	Homo sapiens	9075	0	live	CLDN2		claudin 2	claudin-2|SP82	Xq22.3	X	NC_000023.11	106900164	106930861	plus	4	300520	
9606	Homo sapiens	9437	0	live	NCR1	CD335, LY94, NK-p46, NKP46	natural cytotoxicity triggering receptor 1	natural cytotoxicity triggering receptor 1|NK cell-activating receptor|lymphocyte antigen 94 homolog (activating NK-receptor; NK-p46)|natural killer cell p46-related protein	19q13.42	19	NC_000019.10	54906063	54938211	plus	9	604530	
9606	Homo sapiens	267	0	live	AMFR	GP78, RNF45	autocrine motility factor receptor	E3 ubiquitin-protein ligase AMFR|RING finger protein 45|RING-type E3 ubiquitin transferase AMFR	16q13	16	NC_000016.10	56361452	56425545	minus	17	603243	
9606	Homo sapiens	494336	0	live	MIR424	MIR322, MIRN424, hsa-mir-424, miRNA424, mir-424	microRNA 424		Xq26.3	X	NC_000023.11	134546614	134546711	minus	1	300682	
9606	Homo sapiens	80854	0	live	SETD7	KMT7, SET7, SET7/9, SET9	SET domain containing 7, histone lysine methyltransferase	histone-lysine N-methyltransferase SETD7|H3-K4-HMTase SETD7|SET domain containing 7, lysine methyltransferase|SET domain containing lysine methyltransferase 7|SET domain-containing protein 7|histone H3-K4 methyltransferase SETD7|histone H3-lysine 4-specific methyltransferase|lysine N-methyltransferase 7	4q31.1	4	NC_000004.12	139495934	139556769	minus	10	606594	
9606	Homo sapiens	10928	0	live	RALBP1	RIP1, RLIP1, RLIP76	ralA binding protein 1	ralA-binding protein 1|76 kDa Ral-interacting protein|DNP-SG ATPase|dinitrophenyl S-glutathione ATPase|ral-interacting protein 1	18p11.22	18	NC_000018.10	9475513	9538114	plus	10	605801	
9606	Homo sapiens	574455	0	live	MIR193B	MIRN193B, mir-193b	microRNA 193b	hsa-mir-193b	16p13.12	16	NC_000016.10	14303967	14304049	plus	1	614734	
9606	Homo sapiens	1488	0	live	CTBP2		C-terminal binding protein 2	C-terminal-binding protein 2|ribeye	10q26.13	10	NC_000010.11	124984317	125161039	minus	20	602619	
9606	Homo sapiens	11167	0	live	FSTL1	FRP, FSL1, MIR198, OCC-1, OCC1, tsc36	follistatin like 1	follistatin-related protein 1|follistatin-like protein 1	3q13.33	3	NC_000003.12	120392293	120450993	minus	10	605547	
9606	Homo sapiens	10460	0	live	TACC3	ERIC-1, ERIC1, Tacc4, maskin	transforming acidic coiled-coil containing protein 3	transforming acidic coiled-coil-containing protein 3	4p16.3	4	NC_000004.12	1721497	1745171	plus	18	605303	
9606	Homo sapiens	406912	0	live	MIR125B2	MIRN125B2, mir-125b-2	microRNA 125b-2	hsa-mir-125b-2	21q21.1	21	NC_000021.9	16590237	16590325	plus	1	610105	
9606	Homo sapiens	30001	0	live	ERO1A	ERO1-L, ERO1-L-alpha, ERO1-alpha, ERO1L, ERO1LA, Ero1alpha	endoplasmic reticulum oxidoreductase 1 alpha	ERO1-like protein alpha|endoplasmic oxidoreductin-1-like protein|endoplasmic reticulum oxidoreductase alpha|oxidoreductin-1-L-alpha	14q22.1	14	NC_000014.9	52639915	52695750	minus	17	615435	
9606	Homo sapiens	406968	0	live	MIR193A	MIRN193, MIRN193A, mir-193a	microRNA 193a	hsa-mir-193|hsa-mir-193a	17q11.2	17	NC_000017.11	31559996	31560083	plus	1	614733	
9606	Homo sapiens	6478	0	live	SIAH2	hSiah2	siah E3 ubiquitin protein ligase 2	E3 ubiquitin-protein ligase SIAH2|RING-type E3 ubiquitin transferase SIAH2|seven in absentia homolog 2|siah-2	3q25.1	3	NC_000003.12	150741125	150763169	minus	2	602213	
9606	Homo sapiens	366	0	live	AQP9	AQP-9, HsT17287, SSC1, T17287	aquaporin 9	aquaporin-9|aquaglyceroporin-9|small solute channel 1	15q21.3	15	NC_000015.10	58138169	58185911	plus	7	602914	
9606	Homo sapiens	4831	0	live	NME2	NDKB, NDPK-B, NDPKB, NM23-H2, NM23B, PUF	NME/NM23 nucleoside diphosphate kinase 2	nucleoside diphosphate kinase B|HEL-S-155an|NDP kinase B|c-myc purine-binding transcription factor PUF|c-myc transcription factor|epididymis secretory sperm binding protein Li 155an|histidine protein kinase NDKB|non-metastatic cells 2, protein (NM23) expressed in|non-metastatic cells 2, protein (NM23B) expressed in|nucleotide diphosphate kinase B	17q21.33	17	NC_000017.11	51165536	51171744	plus	7	156491	
9606	Homo sapiens	3980	0	live	LIG3	LIG2alpha, LIG3	DNA ligase 3	DNA ligase 3|ligase II, DNA, ATP-dependent|ligase III, DNA, ATP-dependent|polydeoxyribonucleotide synthase [ATP] 3	17q12	17	NC_000017.11	34980498	35009743	plus	22	600940	
9606	Homo sapiens	10048	0	live	RANBP9	BPM-L, BPM90, RANBPM, RanBP7	RAN binding protein 9	ran-binding protein 9|Ran Binding Protein in the Microtubule organizing center|novel centrosomal protein RanBPM|ran binding protein, centrosomal|ran-binding protein M	6p23	6	NC_000006.12	13621498	13711835	minus	17	603854	
9606	Homo sapiens	55740	0	live	ENAH	ENA, MENA, NDPP1	ENAH actin regulator	protein enabled homolog|enabled homolog|mammalian enabled variant 11a|mammalian enabled variant pan	1q42.12	1	NC_000001.11	225486829	225660046	minus	20	609061	
9606	Homo sapiens	5786	0	live	PTPRA	HEPTP, HLPR, HPTPA, HPTPalpha, LRP, PTPA, PTPRL2, R-PTP-alpha, RPTPA	protein tyrosine phosphatase receptor type A	receptor-type tyrosine-protein phosphatase alpha|Leukocyte common antigen-related peptide (protein tyrosine phosphate)|PTPLCA-related phosphatase|PTPase-alpha|protein tyrosine phosphatase, receptor type, alpha polypeptide|protein-tyrosine phosphatase alpha|tyrosine phosphatase alpha	20p13	20	NC_000020.11	2864195	3038669	plus	30	176884	
9606	Homo sapiens	8277	0	live	TKTL1	TKR, TKT2	transketolase like 1	transketolase-like protein 1|TK 2|transketolase-2|transketolase-related protein	Xq28	X	NC_000023.11	154295795	154330350	plus	13	300044	
9606	Homo sapiens	1293	0	live	COL6A3	BTHLM1, DYT27, UCMD1	collagen type VI alpha 3 chain	collagen alpha-3(VI) chain|collagen VI, alpha-3 polypeptide|collagen, type VI, alpha 3|epididymis secretory sperm binding protein	2q37.3	2	NC_000002.12	237324012	237434822	minus	50	120250	
9606	Homo sapiens	310	0	live	ANXA7	ANX7, SNX, SYNEXIN	annexin A7	annexin A7|annexin VII|annexin-7	10q22.2	10	NC_000010.11	73375101	73414058	minus	15	186360	
9606	Homo sapiens	54541	0	live	DDIT4	Dig2, REDD-1, REDD1	DNA damage inducible transcript 4	DNA damage-inducible transcript 4 protein|HIF-1 responsive protein RTP801|protein regulated in development and DNA damage response 1	10q22.1	10	NC_000010.11	72273924	72276036	plus	3	607729	
9606	Homo sapiens	5861	0	live	RAB1A	RAB1, YPT1	RAB1A, member RAS oncogene family	ras-related protein Rab-1A|GTP binding protein Rab1a|RAB1, member RAS oncogene family|Rab GTPase YPT1 homolog|YPT1-related protein	2p14	2	NC_000002.12	65086854	65130301	minus	6	179508	
9606	Homo sapiens	22846	0	live	VASH1	KIAA1036, TTCP 1	vasohibin 1	tubulinyl-Tyr carboxypeptidase 1|tubulin carboxypeptidase 1|tyrosine carboxypeptidase 1	14q24.3	14	NC_000014.9	76761457	76783017	plus	9	609011	
9606	Homo sapiens	55872	0	live	PBK	CT84, HEL164, Nori-3, SPK, TOPK	PDZ binding kinase	lymphokine-activated killer T-cell-originated protein kinase|MAPKK-like protein kinase|T-LAK cell-originated protein kinase|cancer/testis antigen 84|epididymis luminal protein 164|serine/threonine protein kinase|spermatogenesis-related protein kinase	8p21.1	8	NC_000008.11	27809624	27837817	minus	8	611210	
9606	Homo sapiens	9682	0	live	KDM4A	JHDM3A, JMJD2, JMJD2A, TDRD14A	lysine demethylase 4A	lysine-specific demethylase 4A|[histone H3]-trimethyl-L-lysine(36) demethylase 4A|[histone H3]-trimethyl-L-lysine(9) demethylase 4A|jmjC domain-containing histone demethylation protein 3A|jumonji C domain-containing histone demethylase 3A|jumonji domain containing 2|jumonji domain containing 2A|jumonji domain-containing protein 2A|lysine (K)-specific demethylase 4A|tudor domain containing 14A	1p34.2-p34.1	1	NC_000001.11	43650149	43705518	plus	23	609764	
9606	Homo sapiens	83596	0	live	BCL2L12		BCL2 like 12	bcl-2-like protein 12|BCL2-like 12 (proline rich)|Bcl-2 related proline-rich protein	19q13.33	19	NC_000019.10	49664834	49673916	plus	7	610837	
9606	Homo sapiens	406915	0	live	MIR128-1	MIR128A, MIRN128-1, MIRN128A, mir-128-1	microRNA 128-1	hsa-mir-128-1|hsa-mir-128a|microRNA 128a	2q21.3	2	NC_000002.12	135665397	135665478	plus	1	611774	
9606	Homo sapiens	7366	0	live	UGT2B15	HLUG4, UDPGT 2B8, UDPGT2B15, UDPGTH3, UGT2B8	UDP glucuronosyltransferase family 2 member B15	UDP-glucuronosyltransferase 2B15|UDP glucuronosyltransferase 2 family, member 15|UDP glucuronosyltransferase 2 family, member B8|UDP glucuronosyltransferase 2 family, polypeptide B15|UDP glycosyltransferase 2B15|UDP gycosyltransferase 2 family, member B15|UDP-glucuronosyltransferase 2B8|UDP-glucuronosyltransferase UGT2B15|UDP-glucuronyltransferase, family 2, beta-15|uridine diphosphate glucuronosyltransferase 2 family, member B8|uridine diphosphate glycosyltransferase 2 family, member B15	4q13.2	4	NC_000004.12	68646597	68670652	minus	6	600069	
9606	Homo sapiens	10653	0	live	SPINT2	DIAR3, HAI-2, HAI2, Kop, PB	serine peptidase inhibitor, Kunitz type 2	kunitz-type protease inhibitor 2|hepatocyte growth factor activator inhibitor type 2|serine protease inhibitor, Kunitz type, 2|testicular tissue protein Li 183	19q13.2	19	NC_000019.10	38264573	38292615	plus	7	605124	
9606	Homo sapiens	6135	0	live	RPL11	DBA7, GIG34, L11, uL5	ribosomal protein L11	60S ribosomal protein L11|CLL-associated antigen KW-12|cell growth-inhibiting protein 34|large ribosomal subunit protein uL5	1p36.11	1	NC_000001.11	23691779	23696835	plus	6	604175	
9606	Homo sapiens	693122	0	live	MIR421	MIRN421, hsa-mir-421	microRNA 421		Xq13.2	X	NC_000023.11	74218377	74218461	minus	1		
9606	Homo sapiens	442915	0	live	MIR370	MIRN370, hsa-mir-370, mir-370	microRNA 370		14q32.31	14	NC_000014.9	100911139	100911213	plus	1	612553	
9606	Homo sapiens	6282	0	live	S100A11	HEL-S-43, MLN70, S100C	S100 calcium binding protein A11	protein S100-A11|MLN 70|calgizzarin|epididymis secretory protein Li 43|metastatic lymph node gene 70 protein|protein S100-C	1q21.3	1	NC_000001.11	152032506	152037004	minus	3	603114	
9606	Homo sapiens	442908	0	live	MIR340	MIRN340, hsa-mir-340, mir-340	microRNA 340		5q35.3	5	NC_000005.10	180015303	180015397	minus	1		
9606	Homo sapiens	494335	0	live	MIR423	MIRN423, hsa-mir-423, mir-423	microRNA 423		17q11.2	17	NC_000017.11	30117079	30117172	plus	1		
9606	Homo sapiens	57575	0	live	PCDH10	OL-PCDH, PCDH19	protocadherin 10	protocadherin-10	4q28.3	4	NC_000004.12	133149294	133208606	plus	6	608286	
9606	Homo sapiens	5962	0	live	RDX	DFNB24	radixin	radixin	11q22.3	11	NC_000011.10	110174880	110296712	minus	17	179410	
9606	Homo sapiens	101805488	0	live	CCAT2	LINC00873, NCCP1	colon cancer associated transcript 2	colon cancer associated transcript 2 (non-protein coding)|long intergenic non-protein coding RNA 873|non-coding RNA involved in cancer predisposition 1	8q24.21	8	NC_000008.11	127400399	127402150	plus	1		
9606	Homo sapiens	84148	0	live	KAT8	MOF, MYST1, ZC2HC8, hMOF	lysine acetyltransferase 8	histone acetyltransferase KAT8|K(lysine) acetyltransferase 8|MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1|MYST histone acetyltransferase 1|MYST-1|histone acetyltransferase MYST1|ortholog of Drosophila males absent on the first (MOF)|probable histone acetyltransferase MYST1	16p11.2	16	NC_000016.10	31117664	31131393	plus	13	609912	
9606	Homo sapiens	6273	0	live	S100A2	CAN19, S100L	S100 calcium binding protein A2	protein S100-A2	1q21.3	1	NC_000001.11	153561108	153565844	minus	4	176993	
9606	Homo sapiens	406920	0	live	MIR130B	MIRN130B, mir-130b	microRNA 130b	hsa-mir-130b	22q11.21	22	NC_000022.11	21653304	21653385	plus	1	613682	
9606	Homo sapiens	1602	0	live	DACH1	DACH	dachshund family transcription factor 1	dachshund homolog 1|dac homolog	13q21.33	13	NC_000013.11	71437966	71868068	minus	15	603803	
9606	Homo sapiens	23576	0	live	DDAH1	DDAH, DDAH-1, DDAHI, HEL-S-16	dimethylarginine dimethylaminohydrolase 1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1|NG, NG-dimethylarginine dimethylaminohydrolase|dimethylargininase-1|epididymis secretory protein Li 16	1p22.3	1	NC_000001.11	85318485	85578274	minus	13	604743	
9606	Homo sapiens	3660	0	live	IRF2	IRF-2	interferon regulatory factor 2	interferon regulatory factor 2	4q35.1	4	NC_000004.12	184382741	184474580	minus	12	147576	
9606	Homo sapiens	31	0	live	ACACA	ACACD, ACC, ACC1, ACCA, ACACA	acetyl-CoA carboxylase alpha	acetyl-CoA carboxylase 1|ACC-alpha|acetyl-Coenzyme A carboxylase alpha	17q12	17	NC_000017.11	37084992	37406836	minus	63	200350	
9606	Homo sapiens	4610	0	live	MYCL	L-Myc, LMYC1, bHLHe38, MYCL	MYCL proto-oncogene, bHLH transcription factor	protein L-Myc|class E basic helix-loop-helix protein 38|l-myc-1 proto-oncogene|myc-related gene from lung cancer|protein L-Myc-1|v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog|v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived	1p34.2	1	NC_000001.11	39895428	39901917	minus	2	164850	
9606	Homo sapiens	5927	0	live	KDM5A	RBBP-2, RBBP2, RBP2	lysine demethylase 5A	lysine-specific demethylase 5A|Jumonji, AT rich interactive domain 1A (RBP2-like)|[histone H3]-trimethyl-L-lysine(4) demethylase 5A|histone demethylase JARID1A|jumonji/ARID domain-containing protein 1A|lysine (K)-specific demethylase 5A|retinoblastoma binding protein 2	12p13.33	12	NC_000012.12	280057	389320	minus	28	180202	
9606	Homo sapiens	23030	0	live	KDM4B	JMJD2B, TDRD14B	lysine demethylase 4B	lysine-specific demethylase 4B|[histone H3]-trimethyl-L-lysine(9) demethylase 4B|jmjC domain-containing histone demethylation protein 3B|jumonji domain containing 2B|jumonji domain-containing protein 2B|lysine (K)-specific demethylase 4B|tudor domain containing 14B	19p13.3	19	NC_000019.10	4969087	5153603	plus	31	609765	
9606	Homo sapiens	5708	0	live	PSMD2	P97, RPN1, S2, TRAP2	proteasome 26S subunit, non-ATPase 2	26S proteasome non-ATPase regulatory subunit 2|55.11 protein|TNFR-associated protein 2|proteasome (prosome, macropain) 26S subunit, non-ATPase, 2|protein 55.11|tumor necrosis factor type 1 receptor-associated protein 2	3q27.1	3	NC_000003.12	184299241	184309050	plus	22	606223	
9606	Homo sapiens	57291	0	live	DANCR	AGU2, ANCR, KIAA0114, SNHG13, lncRNA-ANCR	differentiation antagonizing non-protein coding RNA	adipogenesis up-regulated transcript 2|anti-differentiation ncRNA|anti-differentiation noncoding RNA|small nucleolar RNA host gene 13 (non-protein coding)	4q12	4	NC_000004.12	52712394	52720697	plus	5	614625	
9606	Homo sapiens	27324	0	live	TOX3	CAGF9, TNRC9	TOX high mobility group box family member 3	TOX high mobility group box family member 3|CAG trinucleotide repeat-containing gene F9 protein|trinucleotide repeat-containing gene 9 protein	16q12.1	16	NC_000016.10	52436415	52547802	minus	10	611416	
9606	Homo sapiens	30834	0	live	POLR1H	A12.2, HTEX-6, HTEX6, Rpa12, TCTEX6, TEX6, ZNRD1, ZR14, hZR14, tctex-6	RNA polymerase I subunit H	DNA-directed RNA polymerase I subunit RPA12|DNA-directed RNA polymerase I subunit H|RNA polymerase I small specific subunit Rpa12|transcription-associated zinc ribbon protein|zinc ribbon domain containing 1	6p22.1	6	NC_000006.12	30061265	30064907	plus	4	607525	
9606	Homo sapiens	5782	0	live	PTPN12	PTP-PEST, PTPG1	protein tyrosine phosphatase non-receptor type 12	tyrosine-protein phosphatase non-receptor type 12|protein-tyrosine phosphatase G1	7q11.23	7	NC_000007.14	77537190	77640069	plus	19	600079	
9606	Homo sapiens	406909	0	live	MIR124-3	MIRN124-3, MIRN124A3, mir-124-3	microRNA 124-3	hsa-mir-124-3|hsa-mir-124a-3|microRNA 124a-3	20q13.33	20	NC_000020.11	63178500	63178586	plus	1		
9606	Homo sapiens	2254	0	live	FGF9	FGF-9, GAF, HBFG-9, HBGF-9, SYNS3	fibroblast growth factor 9	fibroblast growth factor 9|fibroblast growth factor 9 (glia-activating factor)|heparin-binding growth factor 9	13q12.11	13	NC_000013.11	21671073	21704501	plus	4	600921	
9606	Homo sapiens	7280	0	live	TUBB2A	CDCBM5, TUBB, TUBB2	tubulin beta 2A class IIa	tubulin beta-2A chain|class IIa beta-tubulin|tubulin, beta 2A|tubulin, beta polypeptide 2	6p25.2	6	NC_000006.12	3153666	3157544	minus	4	615101	
9606	Homo sapiens	1453	0	live	CSNK1D	ASPS, CKI-delta, CKId, CKIdelta, FASPS2, HCKID	casein kinase 1 delta	casein kinase I isoform delta|casein kinase I|tau-protein kinase CSNK1D	17q25.3	17	NC_000017.11	82239019	82273750	minus	13	600864	
9606	Homo sapiens	220	0	live	ALDH1A3	ALDH1A6, ALDH6, MCOP8, RALDH3	aldehyde dehydrogenase 1 family member A3	aldehyde dehydrogenase family 1 member A3|acetaldehyde dehydrogenase 6|aldehyde dehydrogenase 6|retinaldehyde dehydrogenase 3	15q26.3	15	NC_000015.10	100879831	100916626	plus	13	600463	
9606	Homo sapiens	2775	0	live	GNAO1	EIEE17, G-ALPHA-o, GNAO, HLA-DQB1, NEDIM	G protein subunit alpha o1	guanine nucleotide-binding protein G(o) subunit alpha|GO2-q chimeric G-protein|guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O|guanine nucleotide-binding regulatory protein 2	16q13	16	NC_000016.10	56191489	56357444	plus	12	139311	
9606	Homo sapiens	1947	0	live	EFNB1	CFND, CFNS, EFB1, EFL3, EPLG2, Elk-L, LERK2	ephrin B1	ephrin-B1|ELK ligand|eph-related receptor tyrosine kinase ligand 2	Xq13.1	X	NC_000023.11	68829021	68842160	plus	5	300035	
9606	Homo sapiens	117581	0	live	TWIST2	AMS, BBRSAY, DERMO1, FFDD3, SETLSS, bHLHa39	twist family bHLH transcription factor 2	twist-related protein 2|class A basic helix-loop-helix protein 39|dermis-expressed protein 1|twist basic helix-loop-helix transcription factor 2|twist homolog 2|twist-related bHLH protein Dermo1	2q37.3	2	NC_000002.12	238848085	238910534	plus	3	607556	
9606	Homo sapiens	574506	0	live	MIR503	MIRN503, hsa-mir-503, mir-503	microRNA 503		Xq26.3	X	NC_000023.11	134546328	134546398	minus	1	300865	
9606	Homo sapiens	23136	0	live	EPB41L3	4.1B, DAL-1, DAL1	erythrocyte membrane protein band 4.1 like 3	band 4.1-like protein 3|differentially expressed in adenocarcinoma of the lung protein 1	18p11.31	18	NC_000018.10	5392276	5630663	minus	30	605331	
