tracking_id	Pos	Strand	Length	HV-2_COUNT	HV-4_COUNT	HV-6_COUNT	con-3_COUNT	con-4_COUNT	con-5_COUNT	HV-2_RPKM	HV-4_RPKM	HV-6_RPKM	con-3_RPKM	con-4_RPKM	con-5_RPKM
TCONS_00191742	chr3:123801145-123804689	+	3545	114	10	16	94	38	36	557.998	77.5392	108.015	437.273	245.058	246.838
TCONS_00191748	chr3:123812553-123812892	+	340	2	3	7	15	5	0	102.069	242.538	492.718	727.534	336.196	0
TCONS_00191845	chr3:130498074-130498346	+	273	0	0	0	11	0	0	0	0	0	664.463	0	0
TCONS_00191867	chr3:133631628-133632096	+	469	0	0	0	10	0	0	0	0	0	351.615	0	0
TCONS_00191877	chr3:136052711-136053516	+	806	12	1	14	13	8	2	258.339	34.1038	415.693	265.98	226.911	60.3143
TCONS_00191935	chr3:141470618-141471070	+	453	2	4	5	11	1	1	76.6083	242.716	264.15	400.438	50.4665	53.6571
TCONS_00191949	chr3:143724448-143724963	+	516	3	0	4	9	8	9	100.882	0	185.52	287.63	354.439	423.953
TCONS_00191953	chr3:143761042-143761448	+	407	2	0	0	15	3	0	85.2667	0	0	607.768	168.511	0
TCONS_00191955	chr3:143767827-143768471	+	645	7	5	0	13	1	3	188.314	213.082	0	332.372	35.4439	113.054
TCONS_00191957	chr3:143792917-143793648	+	732	5	0	4	12	1	0	118.523	0	130.776	270.34	31.2313	0
TCONS_00191958	chr3:143796703-143797318	+	616	4	5	0	14	2	2	112.674	223.114	0	374.79	74.2251	78.9177
TCONS_00191961	chr3:143802862-143803476	+	615	5	0	1	16	1	6	141.071	0	38.9139	429.028	37.1729	237.138
TCONS_00191963	chr3:143823731-143824289	+	559	0	0	5	11	0	5	0	0	214.061	324.505	0	217.412
TCONS_00191964	chr3:143828372-143828798	+	427	3	0	4	11	0	0	121.909	0	224.188	424.821	0	0
TCONS_00191966	chr3:143851108-143851526	+	419	0	0	0	12	0	0	0	0	0	472.289	0	0
TCONS_00191977	chr3:143989089-143989190	+	491	1	5	6	9	12	7	35.3397	279.915	292.448	302.275	558.729	346.531
TCONS_00191978	chr3:143985074-143985581	+	508	4	2	0	8	0	0	136.628	108.219	0	259.697	0	0
TCONS_00191980	chr3:144005374-144006062	+	689	9	1	0	10	2	0	226.656	39.895	0	239.343	66.3609	0
TCONS_00192059	chr3:152716773-152716982	+	210	2	0	0	7	0	0	165.255	0	0	549.692	0	0
TCONS_00192067	chr3:155664590-155665440	+	851	9	15	4	15	7	7	183.509	484.506	112.489	290.672	188.048	199.937
TCONS_00192094	chr3:158553434-158554172	+	739	5	5	2	24	3	0	117.4	185.979	64.7687	535.559	92.8065	0
TCONS_00192095	chr3:158555037-158556245	+	1209	11	5	2	21	10	7	157.874	113.679	39.5898	286.44	189.093	140.733
TCONS_00192117	chr3:160985087-160985999	+	913	13	7	3	18	9	6	247.068	210.749	78.6376	325.119	225.358	159.737
TCONS_00192120	chr3:165446352-165446561	+	210	3	0	0	10	0	0	247.882	0	0	785.275	0	0
TCONS_00192137	chr3:170171877-170172449	+	573	0	2	3	12	0	0	0	95.9429	125.299	345.356	0	0
TCONS_00192304	chr3:174177743-174178137	+	395	3	0	1	12	0	7	131.786	0	60.5874	500.985	0	430.751
TCONS_00192306	chr3:174191018-174191790	+	773	5	0	6	12	12	0	112.237	0	185.76	256.002	354.898	0
TCONS_00192308	chr3:174195746-174196183	+	438	1	0	0	16	4	0	39.6159	0	0	602.402	208.779	0
TCONS_00192309	chr3:174200991-174202079	+	1089	10	6	4	27	5	8	159.337	151.447	87.9046	408.862	104.965	178.561
TCONS_00192310	chr3:174204754-174205995	+	1242	12	13	1	27	6	0	167.65	287.713	19.2689	358.495	110.441	0
TCONS_00192312	chr3:174207822-174209128	+	1307	8	6	2	36	9	6	106.208	126.187	36.6213	454.222	157.423	111.584
TCONS_00192313	chr3:174210085-174210795	+	711	5	3	6	13	0	0	122.024	115.982	201.958	301.519	0	0
TCONS_00192318	chr3:174233889-174234406	+	518	6	5	0	10	1	0	200.986	265.325	0	318.355	44.1338	0
TCONS_00192319	chr3:174235309-174235935	+	627	1	0	0	14	0	0	27.6743	0	0	368.215	0	0
TCONS_00192324	chr3:174293155-174293628	+	474	6	4	2	15	3	0	219.643	231.963	100.979	521.86	144.692	0
TCONS_00192326	chr3:174301701-174302253	+	553	6	2	0	14	0	0	188.265	99.4128	0	417.488	0	0
TCONS_00192328	chr3:174335773-174336319	+	547	0	0	0	14	0	0	0	0	0	422.067	0	0
TCONS_00192330	chr3:174357736-174358941	+	1206	12	2	9	19	2	0	172.654	45.5848	178.597	259.805	37.9126	0
TCONS_00192332	chr3:174362630-174363563	+	934	9	5	2	14	6	7	167.201	147.15	51.2463	247.185	146.861	182.17
TCONS_00192333	chr3:174363734-174364134	+	401	2	0	1	16	0	0	86.5425	0	59.6809	657.986	0	0
TCONS_00192337	chr3:174457948-174458275	+	328	6	3	0	12	5	4	317.41	251.411	0	603.321	348.496	296.423
TCONS_00192341	chr3:174475728-174476337	+	610	2	2	3	11	3	0	56.8911	90.1234	117.699	297.374	112.433	0
TCONS_00192342	chr3:174489986-174490942	+	957	10	2	12	20	3	1	181.314	57.4454	300.088	344.635	71.6656	25.3988
TCONS_00192345	chr3:174525971-174526652	+	682	2	0	3	10	2	8	50.885	0	105.273	241.8	67.042	285.122
TCONS_00192352	chr3:174564656-174565450	+	795	3	5	8	14	3	1	65.4784	172.878	240.825	290.403	86.2691	30.5744
TCONS_00192427	chr3:185543399-185543974	+	576	7	8	4	13	5	11	210.872	381.773	166.195	372.187	198.449	464.19
TCONS_00192430	chr3:186820928-186821654	+	727	6	4	1	10	1	1	143.206	151.239	32.9189	226.833	31.4461	33.4342
TCONS_00192534	chr3:188632854-188633141	+	288	0	2	0	11	0	0	0	190.886	0	629.856	0	0
TCONS_00192554	chr3:194752044-194752574	+	531	1	6	7	13	8	1	32.6775	310.595	315.488	403.729	344.427	45.7752
TCONS_00192587	chr3:3965549-3966376	-	828	1	0	1	14	3	11	20.9562	0	28.9034	278.829	82.8309	322.914
TCONS_00192590	chr3:4085176-4085554	-	379	0	0	1	10	0	6	0	0	63.1452	435.113	0	384.802
TCONS_00192595	chr3:4099758-4100227	-	470	1	0	0	10	0	3	36.9187	0	0	350.867	0	155.149
TCONS_00192598	chr3:4137695-4138396	-	702	0	0	1	12	0	3	0	0	34.0912	281.893	0	103.875
TCONS_00192599	chr3:4143782-4144360	-	579	0	5	0	13	0	0	0	237.372	0	370.259	0	0
TCONS_00192600	chr3:4197405-4198209	-	805	2	1	2	20	8	4	43.11	34.1461	59.4585	409.708	227.193	120.778
TCONS_00192605	chr3:4327615-4328369	-	755	8	5	2	8	1	0	183.86	182.037	63.3961	174.737	30.2799	0
TCONS_00192608	chr3:4332827-4333477	-	651	9	2	5	10	1	12	239.886	84.4474	183.81	253.314	35.1172	448.049
TCONS_00192743	chr3:19612192-19612739	-	548	4	1	0	10	0	0	126.655	50.1599	0	300.926	0	0
TCONS_00192788	chr3:28016473-28016768	-	296	0	0	0	10	0	3	0	0	0	557.12	0	246.351
TCONS_00192865	chr3:44528821-44529292	-	472	3	2	3	11	0	1	110.287	116.473	152.11	384.319	0	51.4971
TCONS_00192915	chr3:49390248-49390800	-	553	5	3	1	12	3	4	156.888	149.119	43.2767	357.847	124.022	175.817
TCONS_00193016	chr3:57260252-57260978	-	727	15	3	4	21	7	5	358.015	113.429	131.676	476.349	220.123	167.171
TCONS_00193267	chr3:67336298-67336623	-	326	0	0	0	12	0	0	0	0	0	607.022	0	0
TCONS_00193285	chr3:70537809-70538023	-	215	0	0	0	12	0	0	0	0	0	920.415	0	0
TCONS_00193341	chr3:71646786-71647036	-	251	1	0	0	13	0	0	69.1306	0	0	854.103	0	0
TCONS_00193361	chr3:73296528-73296750	-	223	0	0	0	9	0	0	0	0	0	665.547	0	0
TCONS_00193365	chr3:75767100-75767715	-	616	7	0	0	10	7	2	197.179	0	0	267.707	259.788	78.9177
TCONS_00193366	chr3:75773976-75774529	-	554	6	0	0	11	0	0	187.925	0	0	327.434	0	0
TCONS_00193618	chr3:80550784-80551612	-	829	2	2	0	13	1	4	41.8619	66.3152	0	258.601	27.577	117.282
TCONS_00193619	chr3:80556456-80557003	-	548	1	1	4	11	3	1	31.6638	50.1599	174.686	331.019	125.153	44.3552
TCONS_00193621	chr3:80584728-80585460	-	733	2	3	1	12	3	3	47.3445	112.501	32.6494	269.972	93.5661	99.4815
TCONS_00193625	chr3:80597553-80598129	-	577	7	0	0	15	6	0	210.507	0	0	428.703	237.726	0
TCONS_00193626	chr3:80599646-80600750	-	1105	7	5	0	18	2	1	109.921	124.378	0	268.628	41.378	21.997
TCONS_00193628	chr3:80614784-80615324	-	541	3	6	0	10	2	3	96.2205	304.854	0	304.82	84.5151	134.787
TCONS_00193629	chr3:80621009-80621707	-	699	12	8	8	10	8	1	297.885	314.594	273.9	235.919	261.646	34.7735
TCONS_00193630	chr3:80624393-80625121	-	729	3	12	8	20	1	9	71.4065	452.471	262.629	452.422	31.3598	300.082
TCONS_00193634	chr3:80642332-80642907	-	576	4	0	2	13	8	0	120.498	0	83.0973	372.187	317.518	0
TCONS_00193637	chr3:80665688-80666371	-	684	11	4	1	17	2	1	279.049	160.746	34.9884	409.858	66.846	35.536
TCONS_00193639	chr3:80677144-80678091	-	948	22	7	5	17	3	0	402.678	202.968	126.224	295.72	72.346	0
TCONS_00193645	chr3:80723627-80724274	-	648	15	2	3	12	2	2	401.661	84.8384	110.796	305.385	70.5596	75.0205
TCONS_00193646	chr3:80738592-80739126	-	535	2	0	3	10	0	2	64.8664	0	134.198	308.239	0	90.866
TCONS_00193648	chr3:80742793-80743553	-	761	1	1	2	10	3	0	22.8013	36.1204	62.8963	216.699	90.1235	0
TCONS_00193649	chr3:80743909-80744347	-	439	4	0	0	10	3	0	158.103	0	0	375.644	156.228	0
TCONS_00193650	chr3:80745615-80747186	-	1572	15	13	7	36	13	3	165.57	227.315	106.568	377.651	189.057	46.3867
TCONS_00193651	chr3:80748216-80748604	-	389	0	1	8	10	5	1	0	70.6623	492.175	423.927	293.847	62.485
TCONS_00193653	chr3:80770063-80771405	-	1343	28	14	19	24	12	4	361.764	286.543	338.577	294.697	204.271	72.3951
TCONS_00193654	chr3:80771590-80772142	-	553	7	3	6	11	8	1	219.643	149.119	259.66	328.026	330.724	43.9542
TCONS_00193658	chr3:80781577-80782140	-	564	4	2	6	10	0	0	123.062	97.4739	254.596	292.389	0	0
TCONS_00193662	chr3:80794831-80795637	-	807	5	8	5	25	1	2	107.508	272.492	148.278	510.866	28.3288	60.2395
TCONS_00193667	chr3:81839136-81839372	-	237	2	0	0	10	0	0	146.428	0	0	695.813	0	0
TCONS_00193690	chr3:98426015-98426315	-	301	1	0	5	10	5	7	57.6471	0	397.542	547.866	379.756	565.271
TCONS_00193755	chr3:104442851-104443477	-	627	3	3	14	16	6	15	83.0228	131.52	534.368	420.817	218.769	581.499
TCONS_00193758	chr3:104485645-104486086	-	442	4	5	7	11	8	4	157.03	310.946	379.014	410.404	413.78	219.97
TCONS_00193759	chr3:104498777-104499896	-	1120	3	17	25	22	17	11	46.478	417.223	534.197	323.926	347.002	238.726
TCONS_00193761	chr3:104545975-104546417	-	443	3	1	4	14	4	3	117.506	62.0488	216.091	521.153	206.423	164.605
TCONS_00193762	chr3:104547425-104547868	-	444	2	16	7	17	4	9	78.1611	990.545	377.307	631.403	205.958	492.702
TCONS_00193763	chr3:104552351-104553543	-	1193	6	25	21	16	20	11	87.2679	576.019	421.268	221.167	383.258	224.118
TCONS_00193766	chr3:104564126-104564664	-	539	4	4	10	24	3	6	128.77	203.99	444.008	734.283	127.243	270.575
TCONS_00193767	chr3:104568023-104568477	-	455	2	4	19	10	4	2	76.2715	241.649	999.36	362.434	200.979	106.842
TCONS_00193770	chr3:104574887-104576098	-	1212	30	9	24	14	12	11	429.499	204.116	473.902	190.487	226.35	220.605
TCONS_00193839	chr3:106654587-106654995	-	409	0	0	0	10	0	0	0	0	0	403.197	0	0
TCONS_00193841	chr3:108263848-108264373	-	526	7	3	3	10	1	10	230.917	156.774	136.494	313.513	43.4626	462.104
TCONS_00194173	chr3:127769799-127770983	-	1185	11	7	5	26	8	6	161.071	162.374	100.979	361.823	154.338	123.072
TCONS_00194258	chr3:133867460-133868356	-	897	24	5	5	10	7	3	464.261	153.22	133.4	183.844	178.405	81.2932
TCONS_00194275	chr3:136795840-136796541	-	702	6	0	0	13	0	0	148.306	0	0	305.385	0	0
TCONS_00194391	chr3:150108021-150108303	-	283	3	0	0	11	1	3	183.941	0	0	640.984	80.7821	257.668
TCONS_00194392	chr3:150109045-150109500	-	456	2	2	0	10	3	0	76.1043	120.56	0	361.64	150.403	0
TCONS_00194393	chr3:150122123-150122657	-	535	5	3	4	13	3	9	162.166	154.136	178.931	400.71	128.194	408.897
TCONS_00194394	chr3:150246542-150247073	-	532	1	0	0	10	0	9	32.6161	0	0	309.977	0	411.203
TCONS_00194395	chr3:150255964-150256401	-	438	2	2	2	11	7	4	79.2318	125.514	109.279	414.152	365.364	221.979
TCONS_00194407	chr3:154373162-154373562	-	401	0	0	1	10	0	0	0	0	59.6809	411.241	0	0
TCONS_00194428	chr3:157250355-157250645	-	291	14	29	24	35	31	23	834.793	2739.32	1973.78	1983.43	2435.4	1921.14
TCONS_00194437	chr3:164116888-164117177	-	290	0	0	0	10	0	0	0	0	0	568.647	0	0
TCONS_00194441	chr3:167831798-167832282	-	485	1	0	0	12	0	0	35.7769	0	0	408.019	0	0
TCONS_00194443	chr3:168789469-168790183	-	715	3	2	9	17	6	1	72.8046	76.8885	301.242	392.088	191.843	33.9953
TCONS_00194576	chr3:174156423-174157089	-	667	9	1	0	12	0	0	234.132	41.2108	0	296.685	0	0
TCONS_00194599	chr3:178672291-178673272	-	982	9	13	9	10	9	22	159.028	363.889	219.336	167.93	209.523	544.548
TCONS_00194602	chr3:178685077-178685920	-	844	3	1	6	15	13	7	61.6769	32.5683	170.133	293.082	352.129	201.595
TCONS_00194710	chr3:196189656-196190097	-	442	2	0	0	11	1	1	78.5148	0	0	410.404	51.7225	54.9924
TCONS_00194810	chr3:14979511-14980288	+	778	13	7	4	11	19	8	289.94	247.318	123.044	233.16	558.31	249.94
TCONS_00194811	chr3:14980826-14981551	+	726	21	7	10	23	24	10	501.911	265.032	329.642	522.435	755.746	334.802
TCONS_00194828	chr3:16279263-16279820	+	558	16	6	7	11	14	6	497.542	295.566	300.223	325.087	573.582	261.362
TCONS_00194848	chr3:27678065-27678307	+	243	2	1	0	5	10	2	142.813	113.118	0	339.316	940.795	200.055
TCONS_00194860	chr3:30334603-30334851	+	249	5	25	9	0	12	25	348.429	2759.8	865.013	0	1101.75	2440.43
TCONS_00194861	chr3:30337252-30338023	+	772	1	22	16	7	45	22	22.4764	783.326	496.001	149.528	1332.59	692.677
TCONS_00194864	chr3:30345286-30345554	+	269	2	12	1	2	17	7	129.009	1226.21	88.9667	122.608	1444.77	632.515
TCONS_00194866	chr3:30387911-30388523	+	613	0	9	1	9	13	7	0	403.57	39.0408	242.116	484.824	277.564
TCONS_00194965	chr3:34618805-34620608	+	1804	4	30	29	7	36	2	38.474	457.111	384.717	63.9886	456.213	26.9475
TCONS_00194967	chr3:34638875-34639512	+	638	6	2	11	6	14	5	163.183	86.1681	412.621	155.086	501.659	190.491
TCONS_00194969	chr3:34670053-34670789	+	737	11	12	18	4	14	7	258.982	447.56	584.5	89.5021	434.272	230.864
TCONS_00194972	chr3:34719054-34719493	+	440	2	10	7	7	11	8	78.8717	624.719	380.737	262.353	571.533	441.939
TCONS_00195012	chr3:42063704-42063943	+	240	2	2	7	5	13	0	144.598	229.064	698.018	343.558	1238.32	0
TCONS_00195013	chr3:42065903-42066534	+	632	11	10	3	19	14	10	302.009	434.931	113.601	495.767	506.422	384.599
TCONS_00195059	chr3:49143115-49143670	+	556	9	4	5	5	21	3	280.874	197.753	215.216	148.298	863.467	131.151
TCONS_00195171	chr3:106447578-106447972	+	395	3	4	7	10	10	4	131.786	278.356	424.112	417.488	578.768	246.143
TCONS_00195197	chr3:113416055-113416957	+	903	15	13	3	6	22	18	288.235	395.724	79.5084	109.573	556.976	484.518
TCONS_00195211	chr3:122995040-122995688	+	649	11	0	2	4	12	0	294.098	0	73.7505	101.638	422.706	0
TCONS_00195212	chr3:123753269-123753601	+	333	20	4	0	3	15	0	1042.15	330.182	0	148.565	1029.79	0
TCONS_00195214	chr3:123812437-123812788	+	352	6	2	2	15	10	1	295.769	156.18	135.977	702.731	649.469	69.053
TCONS_00195237	chr3:128909121-128909608	+	488	4	6	5	8	5	1	142.228	337.963	245.205	270.34	234.235	49.8087
TCONS_00195309	chr3:150350700-150351268	+	569	13	1	9	8	19	6	396.438	48.3087	378.538	231.856	763.383	256.309
TCONS_00195323	chr3:152226238-152226820	+	583	0	0	2	4	14	2	0	0	82.0996	113.144	548.985	83.3847
TCONS_00195327	chr3:152898790-152899300	+	511	7	6	3	4	10	6	237.696	322.751	140.501	129.086	447.384	285.401
TCONS_00195328	chr3:152899719-152900977	+	1259	21	11	2	3	18	3	289.426	240.162	38.0175	39.2949	326.85	57.919
TCONS_00195330	chr3:152965236-152965252	+	262	1	1	1	0	7	11	66.2281	104.915	91.3436	0	610.799	1020.51
TCONS_00195338	chr3:156436396-156437081	+	686	6	1	0	6	18	0	151.765	40.0694	0	144.234	599.86	0
TCONS_00195361	chr3:171548012-171548266	+	255	0	1	0	3	10	2	0	107.795	0	194.009	896.522	190.64
TCONS_00195362	chr3:171556361-171556898	+	538	0	0	4	0	17	0	0	0	177.933	0	722.384	0
TCONS_00195363	chr3:171583217-171583687	+	471	0	5	6	2	8	6	0	291.801	304.867	70.0245	388.303	309.639
TCONS_00195367	chr3:172131221-172132051	+	831	1	8	1	10	23	7	20.8806	264.622	28.7991	198.445	632.744	204.749
TCONS_00195432	chr3:174204469-174204955	+	487	12	0	1	6	10	0	427.559	0	49.1418	203.172	469.432	0
TCONS_00195433	chr3:174270782-174271747	+	966	1	6	7	10	9	9	17.9625	170.731	173.421	170.712	212.994	226.459
TCONS_00195437	chr3:174339638-174340040	+	403	6	5	0	1	14	0	258.339	341.038	0	40.92	794.19	0
TCONS_00195438	chr3:174457076-174457951	+	876	8	14	4	4	13	0	158.464	439.3	109.279	75.3003	339.266	0
TCONS_00195439	chr3:174489462-174490119	+	658	9	1	5	3	10	4	237.334	41.7745	181.854	75.1859	347.437	147.761
TCONS_00195440	chr3:174491108-174491698	+	591	10	3	3	2	12	3	293.6	139.531	121.482	55.8063	464.189	123.384
TCONS_00195441	chr3:174524864-174525526	+	663	4	0	0	2	10	1	104.686	0	0	49.7459	344.816	36.6616
TCONS_00195442	chr3:174526516-174526997	+	482	8	1	1	3	10	2	287.996	57.0283	49.6515	102.64	474.301	100.857
TCONS_00195526	chr3:188673938-188674271	+	334	0	2	2	0	10	0	0	164.597	143.306	0	684.471	0
TCONS_00195545	chr3:197608447-197608960	+	514	5	14	18	7	19	8	168.792	748.69	838.087	224.582	845.068	378.314
TCONS_00195554	chr3:4198335-4198795	-	461	3	0	4	2	11	0	112.918	0	207.653	71.5434	545.498	0
TCONS_00195555	chr3:4261703-4262238	-	536	2	3	4	2	16	3	64.7454	153.849	178.597	61.5327	682.428	136.045
TCONS_00195556	chr3:4339453-4339690	-	238	0	2	3	5	11	0	0	230.988	301.664	346.445	1056.62	0
TCONS_00195557	chr3:4380666-4381066	-	401	4	1	2	7	10	0	173.085	68.5477	119.362	287.869	570.108	0
TCONS_00195593	chr3:15447041-15447431	-	391	2	6	3	5	10	0	88.7559	421.805	183.622	210.879	584.689	0
TCONS_00195597	chr3:15598723-15599585	-	863	9	4	4	11	20	13	180.957	127.405	110.925	210.195	529.811	366.149
TCONS_00195604	chr3:16091907-16092514	-	608	4	5	13	4	13	14	114.156	226.05	511.705	108.492	488.811	559.693
TCONS_00195623	chr3:27147851-27148200	-	350	0	1	0	1	10	0	0	78.5361	0	47.1165	653.181	0
TCONS_00195624	chr3:27149692-27150086	-	395	0	5	2	1	11	7	0	347.945	121.175	41.7488	636.644	430.751
TCONS_00195662	chr3:30326828-30327282	-	455	0	4	2	0	11	5	0	241.649	105.196	0	552.691	267.106
TCONS_00195663	chr3:30561759-30562233	-	475	0	8	7	2	11	5	0	462.95	352.683	69.4348	529.42	255.86
TCONS_00195665	chr3:30580922-30581351	-	430	0	1	7	2	13	9	0	63.9247	389.591	76.7012	691.156	508.744
TCONS_00195692	chr3:43289187-43289594	-	408	1	2	5	2	15	12	42.5289	134.743	293.285	80.8371	840.49	714.902
TCONS_00195838	chr3:65117820-65118173	-	354	0	0	0	0	8	0	0	0	0	0	516.64	0
TCONS_00195839	chr3:65332504-65333431	-	928	14	1	1	13	16	10	261.772	29.6203	25.7888	231.013	394.161	261.925
TCONS_00195916	chr3:80566627-80567728	-	1102	6	5	5	16	18	12	94.4743	124.717	108.585	239.43	373.415	264.682
TCONS_00195918	chr3:80632103-80632812	-	710	9	3	1	6	17	3	219.952	116.145	33.7071	139.359	547.384	102.704
TCONS_00195919	chr3:80641923-80642448	-	526	0	0	0	0	10	0	0	0	0	0	434.626	0
TCONS_00195920	chr3:80678383-80679058	-	676	7	1	7	16	14	0	179.678	40.6622	247.817	390.314	473.459	0
TCONS_00195921	chr3:80743514-80744126	-	613	8	0	0	5	11	2	226.451	0	0	134.509	410.236	79.3039
TCONS_00195923	chr3:80801545-80802264	-	720	2	1	2	6	13	1	48.1994	38.1773	66.4779	137.423	412.774	33.7592
TCONS_00195926	chr3:81533568-81534485	-	918	9	6	7	7	15	5	170.115	179.658	182.488	125.747	373.551	132.389
TCONS_00195975	chr3:104330899-104331919	-	1021	4	9	6	5	14	1	67.9795	242.3	140.639	80.7579	313.476	23.8067
TCONS_00195977	chr3:104344823-104345124	-	302	0	7	6	0	11	0	0	637.131	475.471	0	832.697	0
TCONS_00195979	chr3:104364121-104364887	-	767	1	4	10	1	10	1	22.6229	143.351	312.021	21.5003	298.062	31.6906
TCONS_00195983	chr3:104387400-104388279	-	880	2	9	13	13	15	6	39.4358	281.123	353.541	243.614	389.682	165.727
TCONS_00195984	chr3:104388392-104389789	-	1398	5	26	23	7	17	28	62.0593	511.215	393.732	82.5718	277.999	486.829
TCONS_00195992	chr3:104422221-104422861	-	641	3	7	20	7	14	13	81.2095	300.177	746.709	180.086	499.311	492.959
TCONS_00195993	chr3:104431598-104432008	-	411	0	5	3	7	15	4	0	334.399	174.686	280.865	834.355	236.561
TCONS_00195994	chr3:104438122-104439731	-	1610	16	49	40	22	43	11	172.44	836.58	594.585	225.34	610.582	166.07
TCONS_00195996	chr3:104452515-104454314	-	1800	7	45	66	30	36	26	67.4791	687.191	877.508	274.846	457.226	351.096
TCONS_00195997	chr3:104479692-104480977	-	1286	5	37	22	9	40	11	67.4641	790.857	409.413	115.41	711.083	207.911
TCONS_00195999	chr3:104502362-104502918	-	557	9	11	12	2	11	9	280.37	542.844	515.591	59.2128	451.48	392.747
TCONS_00196000	chr3:104503826-104504405	-	580	0	4	4	2	17	0	0	189.57	165.049	56.8647	670.073	0
TCONS_00196003	chr3:104521965-104522614	-	650	2	15	6	1	18	6	53.3901	634.33	220.911	25.3704	633.083	224.369
TCONS_00196004	chr3:104523706-104524061	-	356	0	7	7	3	13	6	0	540.487	470.574	138.967	834.824	409.663
TCONS_00196009	chr3:104547018-104547302	-	285	0	3	1	2	13	10	0	289.343	83.972	115.725	1042.8	852.865
TCONS_00196010	chr3:104587680-104588410	-	731	3	17	11	7	14	1	71.2111	639.247	360.126	157.914	437.837	33.2512
TCONS_00196011	chr3:104593600-104594348	-	749	0	3	14	9	13	1	0	110.097	447.328	198.153	396.792	32.4521
TCONS_00196016	chr3:104612346-104613255	-	910	9	14	16	5	12	5	171.611	422.887	420.783	90.6086	301.468	133.553
TCONS_00196044	chr3:106464824-106465250	-	427	0	5	5	1	11	0	0	321.869	280.235	38.6201	588.933	0
TCONS_00196046	chr3:108262847-108263613	-	767	24	11	1	22	11	10	542.95	394.216	31.2021	473.008	327.868	316.906
TCONS_00196047	chr3:108264598-108265814	-	1217	44	38	28	35	26	34	627.344	858.283	550.614	474.262	488.41	679.068
TCONS_00196048	chr3:110138321-110138850	-	530	0	0	0	0	10	0	0	0	0	0	431.346	0
TCONS_00196114	chr3:120040212-120040926	-	715	5	0	4	7	11	6	121.341	0	133.885	161.448	351.713	203.972
TCONS_00196116	chr3:120110466-120110884	-	419	2	2	2	4	17	4	82.8247	131.206	114.234	157.43	927.548	232.044
TCONS_00196152	chr3:129364295-129364527	-	233	0	0	0	0	10	0	0	0	0	0	981.173	0
TCONS_00196179	chr3:133868047-133869050	-	1004	25	8	14	16	15	5	432.066	219.025	333.714	262.801	341.554	121.049
TCONS_00196180	chr3:133869819-133870376	-	558	1	0	5	9	12	7	31.0964	0	214.445	265.98	491.641	304.922
TCONS_00196186	chr3:137753549-137754201	-	653	0	0	0	4	10	0	0	0	0	101.015	350.097	0
TCONS_00196202	chr3:145721742-145722361	-	620	1	0	3	0	12	4	27.9867	0	115.8	0	442.477	156.817
TCONS_00196206	chr3:145737798-145738292	-	495	3	2	0	1	11	6	105.162	111.061	0	33.3147	508.029	294.626
TCONS_00196208	chr3:145744506-145745400	-	895	10	3	8	3	16	1	193.875	92.1373	213.918	55.2763	408.694	27.1583
TCONS_00196219	chr3:150114550-150114898	-	349	4	2	0	2	14	3	198.874	157.522	0	94.503	917.073	208.94
TCONS_00196220	chr3:150122821-150123054	-	234	4	4	3	6	16	2	296.611	469.874	306.821	422.84	1563.17	207.749
TCONS_00196248	chr3:160208963-160209459	-	497	0	7	7	1	11	2	0	387.15	337.071	33.1806	505.985	97.8135
TCONS_00196250	chr3:161722480-161722751	-	272	0	0	0	1	11	0	0	0	0	60.6278	924.539	0
TCONS_00196255	chr3:168788553-168789203	-	651	2	7	0	4	10	0	53.3081	295.566	0	101.326	351.172	0
TCONS_00196291	chr3:170773169-170773917	-	749	9	4	0	4	13	12	208.499	146.796	0	88.0682	396.792	389.426
TCONS_00196318	chr3:171578538-171578995	-	458	1	4	0	0	20	6	37.886	240.067	0	0	998.311	318.428
TCONS_00196334	chr3:178673870-178674823	-	954	14	8	14	12	23	36	254.638	230.504	351.204	207.431	551.164	917.232
TCONS_00196338	chr3:178687602-178688023	-	422	3	4	4	4	14	1	123.354	260.546	226.844	156.311	758.433	57.5987
TCONS_00196346	chr3:178712433-178713452	-	1020	14	7	33	14	36	14	238.162	188.641	774.272	226.344	806.87	333.621
TCONS_00196362	chr3:185350556-185351395	-	840	9	8	10	7	23	5	185.912	261.787	284.905	137.423	625.965	144.682
TCONS_00196376	chr3:186543663-186543908	-	246	0	1	0	0	10	0	0	111.738	0	0	929.322	0
TCONS_00196397	chr3:197330622-197331496	-	875	17	10	13	17	28	3	337.12	314.144	355.562	320.392	731.562	83.3371
TCONS_00196452	chr3:9523336-9523543	+	208	3	0	5	5	1	11	250.266	0	575.289	396.413	109.91	1285.45
TCONS_00196461	chr3:10173445-10173881	+	437	0	4	1	4	4	9	0	251.603	54.7644	150.945	209.257	500.595
TCONS_00196464	chr3:10753567-10753869	+	303	0	3	0	2	1	13	0	272.155	0	108.85	75.4499	1042.86
TCONS_00196533	chr3:20443846-20444069	+	224	0	0	0	0	0	3	0	0	0	0	0	325.536
TCONS_00196534	chr3:20466349-20466556	+	208	1	0	2	0	0	10	83.422	0	230.116	0	0	1168.59
TCONS_00196535	chr3:20709180-20709740	+	561	6	4	0	1	0	12	185.58	195.99	0	29.3953	0	519.928
TCONS_00196543	chr3:24653175-24653446	+	272	0	0	0	0	0	10	0	0	0	0	0	893.627
